date,port_or_region,fuel_type,price,currency
2020-05-30,Samarinda,MGO,359.45,USD
2020-05-30,Hampton Roads,IFO380,172.77,USD
2020-05-30,Hampton Roads,VLSFO,255.01,USD
2020-05-30,Hampton Roads,MGO,366.78,USD
2020-05-30,Baltimore,IFO380,154.24,USD
2020-05-30,Baltimore,VLSFO,222.99,USD
2020-05-30,Baltimore,MGO,318.94,USD
2020-05-30,New Orleans,IFO380,167.53,USD
2020-05-30,New Orleans,VLSFO,238.72,USD
2020-05-30,New Orleans,MGO,341.71,USD
2020-05-30,Beira,IFO380,187.13,USD
2020-05-30,Beira,VLSFO,260.37,USD
2020-05-30,Beira,MGO,388.55,USD
2020-05-30,Nacala,IFO380,212.47,USD
2020-05-30,Nacala,VLSFO,284.42,USD
2020-05-30,Nacala,MGO,399.51,USD
2020-05-30,Baltic,IFO380,194.35,USD
2020-05-30,Baltic,VLSFO,278.6,USD
2020-05-30,Baltic,MGO,405.64,USD
2020-05-30,Black Sea,IFO380,167.37,USD
2020-05-30,Black Sea,VLSFO,249.32,USD
2020-05-30,Black Sea,MGO,350.48,USD
2020-05-30,Far East,IFO380,158.55,USD
2020-05-30,Far East,VLSFO,230.39,USD
2020-05-30,Far East,MGO,339.14,USD
2020-06-29,Gladstone,IFO380,206.86,USD
2020-06-29,Gladstone,VLSFO,302.02,USD
2020-06-29,Gladstone,MGO,436.3,USD
2020-06-29,Newcastle,IFO380,206.83,USD
2020-06-29,Newcastle,VLSFO,312.5,USD
2020-06-29,Newcastle,MGO,434.41,USD
2020-06-29,Hay Point,IFO380,225.77,USD
2020-06-29,Hay Point,VLSFO,312.77,USD
2020-06-29,Hay Point,MGO,457.49,USD
2020-06-29,Dalrymple Bay,IFO380,215.49,USD
2020-06-29,Dalrymple Bay,VLSFO,306.89,USD
2020-06-29,Dalrymple Bay,MGO,439.54,USD
2020-06-29,Taboneo,IFO380,196.39,USD
2020-06-29,Taboneo,VLSFO,288.21,USD
2020-06-29,Taboneo,MGO,417.71,USD
2020-06-29,Muara Pantai,IFO380,190.49,USD
2020-06-29,Muara Pantai,VLSFO,283.04,USD
2020-06-29,Muara Pantai,MGO,398.97,USD
2020-06-29,Samarinda,IFO380,189.91,USD
2020-06-29,Samarinda,VLSFO,277.68,USD
2020-06-29,Samarinda,MGO,400.73,USD
2020-06-29,Hampton Roads,IFO380,182.73,USD
2020-06-29,Hampton Roads,VLSFO,262.0,USD
2020-06-29,Hampton Roads,MGO,388.81,USD
2020-06-29,Baltimore,IFO380,216.13,USD
2020-06-29,Baltimore,VLSFO,303.45,USD
2020-06-29,Baltimore,MGO,439.5,USD
2020-06-29,New Orleans,IFO380,184.17,USD
2020-06-29,New Orleans,VLSFO,260.74,USD
2020-06-29,New Orleans,MGO,391.03,USD
2020-06-29,Beira,IFO380,227.26,USD
2020-06-29,Beira,VLSFO,332.9,USD
2020-06-29,Beira,MGO,479.54,USD
2020-06-29,Nacala,IFO380,236.8,USD
2020-06-29,Nacala,VLSFO,337.13,USD
2020-06-29,Nacala,MGO,492.34,USD
2020-06-29,Baltic,IFO380,215.53,USD
2020-06-29,Baltic,VLSFO,300.13,USD
2020-06-29,Baltic,MGO,434.35,USD
2020-06-29,Black Sea,IFO380,204.08,USD
2020-06-29,Black Sea,VLSFO,297.93,USD
2020-06-29,Black Sea,MGO,439.27,USD
2020-06-29,Far East,IFO380,203.01,USD
2020-06-29,Far East,VLSFO,279.97,USD
2020-06-29,Far East,MGO,407.93,USD
2020-07-29,Gladstone,IFO380,221.06,USD
2020-07-29,Gladstone,VLSFO,309.9,USD
2020-07-29,Gladstone,MGO,446.97,USD
2020-07-29,Newcastle,IFO380,209.52,USD
2020-07-29,Newcastle,VLSFO,304.9,USD
2020-07-29,Newcastle,MGO,447.55,USD
2020-07-29,Hay Point,IFO380,215.38,USD
2020-07-29,Hay Point,VLSFO,307.19,USD
2020-07-29,Hay Point,MGO,452.6,USD
2020-07-29,Dalrymple Bay,IFO380,227.67,USD
2020-07-29,Dalrymple Bay,VLSFO,326.17,USD
2020-07-29,Dalrymple Bay,MGO,478.94,USD
2020-07-29,Taboneo,IFO380,207.62,USD
2020-07-29,Taboneo,VLSFO,298.16,USD
2020-07-29,Taboneo,MGO,432.61,USD
2020-07-29,Muara Pantai,IFO380,196.44,USD
2020-07-29,Muara Pantai,VLSFO,282.31,USD
2020-07-29,Muara Pantai,MGO,416.43,USD
2020-07-29,Samarinda,IFO380,202.28,USD
2020-07-29,Samarinda,VLSFO,299.83,USD
2020-07-29,Samarinda,MGO,434.63,USD
2020-07-29,Hampton Roads,IFO380,194.16,USD
2020-07-29,Hampton Roads,VLSFO,273.76,USD
2020-07-29,Hampton Roads,MGO,405.67,USD
2020-07-29,Baltimore,IFO380,186.49,USD
2020-07-29,Baltimore,VLSFO,275.76,USD
2020-07-29,Baltimore,MGO,404.52,USD
2020-07-29,New Orleans,IFO380,206.79,USD
2020-07-29,New Orleans,VLSFO,303.47,USD
2020-07-29,New Orleans,MGO,421.1,USD
2020-07-29,Beira,IFO380,246.67,USD
2020-07-29,Beira,VLSFO,341.9,USD
2020-07-29,Beira,MGO,501.67,USD
2020-07-29,Nacala,IFO380,232.57,USD
2020-07-29,Nacala,VLSFO,334.98,USD
2020-07-29,Nacala,MGO,490.91,USD
2020-07-29,Baltic,IFO380,212.13,USD
2020-07-29,Baltic,VLSFO,291.97,USD
2020-07-29,Baltic,MGO,421.24,USD
2020-07-29,Black Sea,IFO380,220.88,USD
2020-07-29,Black Sea,VLSFO,324.23,USD
2020-07-29,Black Sea,MGO,448.46,USD
2020-07-29,Far East,IFO380,203.48,USD
2020-07-29,Far East,VLSFO,299.32,USD
2020-07-29,Far East,MGO,421.59,USD
2020-08-28,Gladstone,IFO380,211.27,USD
2020-08-28,Gladstone,VLSFO,313.54,USD
2020-08-28,Gladstone,MGO,463.71,USD
2020-08-28,Newcastle,IFO380,228.49,USD
2020-08-28,Newcastle,VLSFO,311.58,USD
2020-08-28,Newcastle,MGO,459.96,USD
2020-08-28,Hay Point,IFO380,224.33,USD
2020-08-28,Hay Point,VLSFO,318.92,USD
2020-08-28,Hay Point,MGO,463.81,USD
2020-08-28,Dalrymple Bay,IFO380,226.7,USD
2020-08-28,Dalrymple Bay,VLSFO,314.88,USD
2020-08-28,Dalrymple Bay,MGO,457.53,USD
2020-08-28,Taboneo,IFO380,208.52,USD
2020-08-28,Taboneo,VLSFO,307.03,USD
2020-08-28,Taboneo,MGO,444.44,USD
2020-08-28,Muara Pantai,IFO380,207.85,USD
2020-08-28,Muara Pantai,VLSFO,305.53,USD
2020-08-28,Muara Pantai,MGO,439.36,USD
2020-08-28,Samarinda,IFO380,195.57,USD
2020-08-28,Samarinda,VLSFO,285.27,USD
2020-08-28,Samarinda,MGO,408.3,USD
2020-08-28,Hampton Roads,IFO380,209.96,USD
2020-08-28,Hampton Roads,VLSFO,297.89,USD
2020-08-28,Hampton Roads,MGO,414.58,USD
2020-08-28,Baltimore,IFO380,212.55,USD
2020-08-28,Baltimore,VLSFO,304.69,USD
2020-08-28,Baltimore,MGO,436.3,USD
2020-08-28,New Orleans,IFO380,193.49,USD
2020-08-28,New Orleans,VLSFO,290.68,USD
2020-08-28,New Orleans,MGO,427.87,USD
2020-08-28,Beira,IFO380,238.37,USD
2020-08-28,Beira,VLSFO,341.76,USD
2020-08-28,Beira,MGO,500.99,USD
2020-08-28,Nacala,IFO380,254.4,USD
2020-08-28,Nacala,VLSFO,375.25,USD
2020-08-28,Nacala,MGO,529.19,USD
2020-08-28,Baltic,IFO380,235.3,USD
2020-08-28,Baltic,VLSFO,328.01,USD
2020-08-28,Baltic,MGO,476.8,USD
2020-08-28,Black Sea,IFO380,220.26,USD
2020-08-28,Black Sea,VLSFO,317.25,USD
2020-08-28,Black Sea,MGO,466.64,USD
2020-08-28,Far East,IFO380,209.28,USD
2020-08-28,Far East,VLSFO,298.64,USD
2020-08-28,Far East,MGO,438.96,USD
2020-09-27,Gladstone,IFO380,223.63,USD
2020-09-27,Gladstone,VLSFO,331.02,USD
2020-09-27,Gladstone,MGO,486.63,USD
2020-09-27,Newcastle,IFO380,236.92,USD
2020-09-27,Newcastle,VLSFO,339.54,USD
2020-09-27,Newcastle,MGO,487.44,USD
2020-09-27,Hay Point,IFO380,240.21,USD
2020-09-27,Hay Point,VLSFO,348.62,USD
2020-09-27,Hay Point,MGO,507.66,USD
2020-09-27,Dalrymple Bay,IFO380,214.13,USD
2020-09-27,Dalrymple Bay,VLSFO,311.33,USD
2020-09-27,Dalrymple Bay,MGO,458.87,USD
2020-09-27,Taboneo,IFO380,210.72,USD
2020-09-27,Taboneo,VLSFO,314.83,USD
2020-09-27,Taboneo,MGO,441.28,USD
2020-09-27,Muara Pantai,IFO380,208.7,USD
2020-09-27,Muara Pantai,VLSFO,295.96,USD
2020-09-27,Muara Pantai,MGO,432.99,USD
2020-09-27,Samarinda,IFO380,200.04,USD
2020-09-27,Samarinda,VLSFO,296.22,USD
2020-09-27,Samarinda,MGO,423.95,USD
2020-09-27,Hampton Roads,IFO380,202.91,USD
2020-09-27,Hampton Roads,VLSFO,294.19,USD
2020-09-27,Hampton Roads,MGO,427.49,USD
2020-09-27,Baltimore,IFO380,214.12,USD
2020-09-27,Baltimore,VLSFO,292.37,USD
2020-09-27,Baltimore,MGO,434.86,USD
2020-09-27,New Orleans,IFO380,201.17,USD
2020-09-27,New Orleans,VLSFO,293.6,USD
2020-09-27,New Orleans,MGO,425.18,USD
2020-09-27,Beira,IFO380,230.6,USD
2020-09-27,Beira,VLSFO,345.27,USD
2020-09-27,Beira,MGO,497.54,USD
2020-09-27,Nacala,IFO380,249.61,USD
2020-09-27,Nacala,VLSFO,361.61,USD
2020-09-27,Nacala,MGO,510.54,USD
2020-09-27,Baltic,IFO380,230.93,USD
2020-09-27,Baltic,VLSFO,326.71,USD
2020-09-27,Baltic,MGO,470.99,USD
2020-09-27,Black Sea,IFO380,204.01,USD
2020-09-27,Black Sea,VLSFO,308.32,USD
2020-09-27,Black Sea,MGO,447.78,USD
2020-09-27,Far East,IFO380,215.13,USD
2020-09-27,Far East,VLSFO,302.51,USD
2020-09-27,Far East,MGO,437.6,USD
2020-10-27,Gladstone,IFO380,228.37,USD
2020-10-27,Gladstone,VLSFO,334.85,USD
2020-10-27,Gladstone,MGO,484.12,USD
2020-10-27,Newcastle,IFO380,235.47,USD
2020-10-27,Newcastle,VLSFO,332.31,USD
2020-10-27,Newcastle,MGO,471.35,USD
2020-10-27,Hay Point,IFO380,247.23,USD
2020-10-27,Hay Point,VLSFO,362.34,USD
2020-10-27,Hay Point,MGO,508.73,USD
2020-10-27,Dalrymple Bay,IFO380,231.33,USD
2020-10-27,Dalrymple Bay,VLSFO,333.2,USD
2020-10-27,Dalrymple Bay,MGO,471.42,USD
2020-10-27,Taboneo,IFO380,233.66,USD
2020-10-27,Taboneo,VLSFO,322.54,USD
2020-10-27,Taboneo,MGO,466.35,USD
2020-10-27,Muara Pantai,IFO380,213.53,USD
2020-10-27,Muara Pantai,VLSFO,304.62,USD
2020-10-27,Muara Pantai,MGO,442.86,USD
2020-10-27,Samarinda,IFO380,221.56,USD
2020-10-27,Samarinda,VLSFO,320.47,USD
2020-10-27,Samarinda,MGO,463.09,USD
2020-10-27,Hampton Roads,IFO380,217.69,USD
2020-10-27,Hampton Roads,VLSFO,311.35,USD
2020-10-27,Hampton Roads,MGO,448.1,USD
2020-10-27,Baltimore,IFO380,223.12,USD
2020-10-27,Baltimore,VLSFO,322.15,USD
2020-10-27,Baltimore,MGO,460.22,USD
2020-10-27,New Orleans,IFO380,204.93,USD
2020-10-27,New Orleans,VLSFO,293.7,USD
2020-10-27,New Orleans,MGO,425.46,USD
2020-10-27,Beira,IFO380,257.8,USD
2020-10-27,Beira,VLSFO,382.51,USD
2020-10-27,Beira,MGO,547.14,USD
2020-10-27,Nacala,IFO380,257.75,USD
2020-10-27,Nacala,VLSFO,364.66,USD
2020-10-27,Nacala,MGO,529.29,USD
2020-10-27,Baltic,IFO380,235.79,USD
2020-10-27,Baltic,VLSFO,340.26,USD
2020-10-27,Baltic,MGO,493.49,USD
2020-10-27,Black Sea,IFO380,231.43,USD
2020-10-27,Black Sea,VLSFO,329.54,USD
2020-10-27,Black Sea,MGO,461.76,USD
2020-10-27,Far East,IFO380,234.52,USD
2020-10-27,Far East,VLSFO,327.98,USD
2020-10-27,Far East,MGO,476.73,USD
2020-11-26,Gladstone,IFO380,260.99,USD
2020-11-26,Gladstone,VLSFO,377.29,USD
2020-11-26,Gladstone,MGO,553.13,USD
2020-11-26,Newcastle,IFO380,267.9,USD
2020-11-26,Newcastle,VLSFO,376.67,USD
2020-11-26,Newcastle,MGO,543.62,USD
2020-11-26,Hay Point,IFO380,277.18,USD
2020-11-26,Hay Point,VLSFO,396.83,USD
2020-11-26,Hay Point,MGO,577.67,USD
2020-11-26,Dalrymple Bay,IFO380,275.34,USD
2020-11-26,Dalrymple Bay,VLSFO,393.69,USD
2020-11-26,Dalrymple Bay,MGO,562.32,USD
2020-11-26,Taboneo,IFO380,252.39,USD
2020-11-26,Taboneo,VLSFO,349.41,USD
2020-11-26,Taboneo,MGO,503.19,USD
2020-11-26,Muara Pantai,IFO380,244.48,USD
2020-11-26,Muara Pantai,VLSFO,345.7,USD
2020-11-26,Muara Pantai,MGO,499.26,USD
2020-11-26,Samarinda,IFO380,241.24,USD
2020-11-26,Samarinda,VLSFO,351.46,USD
2020-11-26,Samarinda,MGO,505.88,USD
2020-11-26,Hampton Roads,IFO380,246.18,USD
2020-11-26,Hampton Roads,VLSFO,354.41,USD
2020-11-26,Hampton Roads,MGO,512.81,USD
2020-11-26,Baltimore,IFO380,240.93,USD
2020-11-26,Baltimore,VLSFO,344.7,USD
2020-11-26,Baltimore,MGO,506.76,USD
2020-11-26,New Orleans,IFO380,234.53,USD
2020-11-26,New Orleans,VLSFO,340.32,USD
2020-11-26,New Orleans,MGO,497.11,USD
2020-11-26,Beira,IFO380,293.07,USD
2020-11-26,Beira,VLSFO,412.5,USD
2020-11-26,Beira,MGO,605.11,USD
2020-11-26,Nacala,IFO380,289.62,USD
2020-11-26,Nacala,VLSFO,408.72,USD
2020-11-26,Nacala,MGO,588.94,USD
2020-11-26,Baltic,IFO380,246.42,USD
2020-11-26,Baltic,VLSFO,354.35,USD
2020-11-26,Baltic,MGO,516.06,USD
2020-11-26,Black Sea,IFO380,269.56,USD
2020-11-26,Black Sea,VLSFO,381.57,USD
2020-11-26,Black Sea,MGO,549.46,USD
2020-11-26,Far East,IFO380,252.37,USD
2020-11-26,Far East,VLSFO,351.81,USD
2020-11-26,Far East,MGO,512.04,USD
2020-12-26,Gladstone,IFO380,288.97,USD
2020-12-26,Gladstone,VLSFO,403.37,USD
2020-12-26,Gladstone,MGO,588.85,USD
2020-12-26,Newcastle,IFO380,269.81,USD
2020-12-26,Newcastle,VLSFO,391.32,USD
2020-12-26,Newcastle,MGO,573.77,USD
2020-12-26,Hay Point,IFO380,282.2,USD
2020-12-26,Hay Point,VLSFO,404.19,USD
2020-12-26,Hay Point,MGO,596.41,USD
2020-12-26,Dalrymple Bay,IFO380,283.94,USD
2020-12-26,Dalrymple Bay,VLSFO,413.51,USD
2020-12-26,Dalrymple Bay,MGO,611.28,USD
2020-12-26,Taboneo,IFO380,264.93,USD
2020-12-26,Taboneo,VLSFO,377.87,USD
2020-12-26,Taboneo,MGO,550.78,USD
