date,route_id,freight_usd_mt
2020-06-29,RUS_HAL_CAP,22.31
2020-06-29,MOZ_PAR_PAN,21.64
2020-06-29,MOZ_PAR_CAP,21.82
2020-06-29,MOZ_VIZ_PAN,22.48
2020-06-29,MOZ_VIZ_CAP,18.94
2020-06-29,MOZ_DHA_PAN,19.96
2020-06-29,MOZ_DHA_CAP,18.95
2020-06-29,MOZ_GAN_PAN,23.18
2020-06-29,MOZ_GAN_CAP,24.32
2020-06-29,MOZ_GOP_PAN,20.55
2020-06-29,MOZ_GOP_CAP,20.33
2020-06-29,MOZ_HAL_PAN,21.75
2020-06-29,MOZ_HAL_CAP,19.97
2020-06-29,USA_PAR_PAN,32.52
2020-06-29,USA_PAR_CAP,31.57
2020-06-29,USA_VIZ_PAN,33.08
2020-06-29,USA_VIZ_CAP,35.2
2020-06-29,USA_DHA_PAN,31.28
2020-06-29,USA_DHA_CAP,33.77
2020-06-29,USA_GAN_PAN,32.44
2020-06-29,USA_GAN_CAP,29.08
2020-06-29,USA_GOP_PAN,30.73
2020-06-29,USA_GOP_CAP,31.85
2020-06-29,USA_HAL_PAN,28.69
2020-06-29,USA_HAL_CAP,31.94
2020-07-29,AUS_PAR_PAN,18.1
2020-07-29,AUS_PAR_CAP,18.03
2020-07-29,AUS_VIZ_PAN,15.14
2020-07-29,AUS_VIZ_CAP,16.56
2020-07-29,AUS_DHA_PAN,16.89
2020-07-29,AUS_DHA_CAP,18.47
2020-07-29,AUS_GAN_PAN,17.38
2020-07-29,AUS_GAN_CAP,15.76
2020-07-29,AUS_GOP_PAN,14.97
2020-07-29,AUS_GOP_CAP,16.1
2020-07-29,AUS_HAL_PAN,17.72
2020-07-29,AUS_HAL_CAP,15.86
2020-07-29,IND_PAR_PAN,9.44
2020-07-29,IND_PAR_CAP,12.51
2020-07-29,IND_VIZ_PAN,11.6
2020-07-29,IND_VIZ_CAP,11.69
2020-07-29,IND_DHA_PAN,12.17
2020-07-29,IND_DHA_CAP,10.25
2020-07-29,IND_GAN_PAN,11.76
2020-07-29,IND_GAN_CAP,10.38
2020-07-29,IND_GOP_PAN,10.54
2020-07-29,IND_GOP_CAP,9.54
2020-07-29,IND_HAL_PAN,10.58
2020-07-29,IND_HAL_CAP,11.93
2020-07-29,RUS_PAR_PAN,23.55
2020-07-29,RUS_PAR_CAP,24.3
2020-07-29,RUS_VIZ_PAN,21.9
2020-07-29,RUS_VIZ_CAP,24.68
2020-07-29,RUS_DHA_PAN,21.65
2020-07-29,RUS_DHA_CAP,22.89
2020-07-29,RUS_GAN_PAN,19.86
2020-07-29,RUS_GAN_CAP,21.46
2020-07-29,RUS_GOP_PAN,22.86
2020-07-29,RUS_GOP_CAP,21.34
2020-07-29,RUS_HAL_PAN,22.83
2020-07-29,RUS_HAL_CAP,24.33
2020-07-29,MOZ_PAR_PAN,17.57
2020-07-29,MOZ_PAR_CAP,22.81
2020-07-29,MOZ_VIZ_PAN,19.87
2020-07-29,MOZ_VIZ_CAP,22.3
2020-07-29,MOZ_DHA_PAN,21.11
2020-07-29,MOZ_DHA_CAP,21.3
2020-07-29,MOZ_GAN_PAN,18.12
2020-07-29,MOZ_GAN_CAP,23.37
2020-07-29,MOZ_GOP_PAN,21.89
2020-07-29,MOZ_GOP_CAP,23.24
2020-07-29,MOZ_HAL_PAN,20.43
2020-07-29,MOZ_HAL_CAP,18.34
2020-07-29,USA_PAR_PAN,33.15
2020-07-29,USA_PAR_CAP,29.69
2020-07-29,USA_VIZ_PAN,33.02
2020-07-29,USA_VIZ_CAP,34.38
2020-07-29,USA_DHA_PAN,29.86
2020-07-29,USA_DHA_CAP,35.45
2020-07-29,USA_GAN_PAN,34.6
2020-07-29,USA_GAN_CAP,32.36
2020-07-29,USA_GOP_PAN,35.84
2020-07-29,USA_GOP_CAP,30.26
2020-07-29,USA_HAL_PAN,36.75
2020-07-29,USA_HAL_CAP,28.93
2020-08-28,AUS_PAR_PAN,17.14
2020-08-28,AUS_PAR_CAP,16.85
2020-08-28,AUS_VIZ_PAN,16.52
2020-08-28,AUS_VIZ_CAP,16.05
2020-08-28,AUS_DHA_PAN,16.46
2020-08-28,AUS_DHA_CAP,15.54
2020-08-28,AUS_GAN_PAN,17.55
2020-08-28,AUS_GAN_CAP,17.53
2020-08-28,AUS_GOP_PAN,14.17
2020-08-28,AUS_GOP_CAP,16.04
2020-08-28,AUS_HAL_PAN,16.94
2020-08-28,AUS_HAL_CAP,18.53
2020-08-28,IND_PAR_PAN,9.51
2020-08-28,IND_PAR_CAP,11.33
2020-08-28,IND_VIZ_PAN,9.99
2020-08-28,IND_VIZ_CAP,10.2
2020-08-28,IND_DHA_PAN,9.29
2020-08-28,IND_DHA_CAP,9.09
2020-08-28,IND_GAN_PAN,8.93
2020-08-28,IND_GAN_CAP,9.51
2020-08-28,IND_GOP_PAN,12.98
2020-08-28,IND_GOP_CAP,10.24
2020-08-28,IND_HAL_PAN,10.44
2020-08-28,IND_HAL_CAP,9.44
2020-08-28,RUS_PAR_PAN,22.44
2020-08-28,RUS_PAR_CAP,21.4
2020-08-28,RUS_VIZ_PAN,20.81
2020-08-28,RUS_VIZ_CAP,25.48
2020-08-28,RUS_DHA_PAN,18.92
2020-08-28,RUS_DHA_CAP,20.46
2020-08-28,RUS_GAN_PAN,22.66
2020-08-28,RUS_GAN_CAP,25.64
2020-08-28,RUS_GOP_PAN,23.89
2020-08-28,RUS_GOP_CAP,21.99
2020-08-28,RUS_HAL_PAN,23.49
2020-08-28,RUS_HAL_CAP,22.35
2020-08-28,MOZ_PAR_PAN,20.04
2020-08-28,MOZ_PAR_CAP,21.4
2020-08-28,MOZ_VIZ_PAN,20.01
2020-08-28,MOZ_VIZ_CAP,19.61
2020-08-28,MOZ_DHA_PAN,22.26
2020-08-28,MOZ_DHA_CAP,20.65
2020-08-28,MOZ_GAN_PAN,19.42
2020-08-28,MOZ_GAN_CAP,20.49
2020-08-28,MOZ_GOP_PAN,19.81
2020-08-28,MOZ_GOP_CAP,22.36
2020-08-28,MOZ_HAL_PAN,18.57
2020-08-28,MOZ_HAL_CAP,21.65
2020-08-28,USA_PAR_PAN,36.5
2020-08-28,USA_PAR_CAP,28.46
2020-08-28,USA_VIZ_PAN,29.14
2020-08-28,USA_VIZ_CAP,31.91
2020-08-28,USA_DHA_PAN,34.95
2020-08-28,USA_DHA_CAP,34.47
2020-08-28,USA_GAN_PAN,30.8
2020-08-28,USA_GAN_CAP,33.51
2020-08-28,USA_GOP_PAN,28.99
2020-08-28,USA_GOP_CAP,31.38
2020-08-28,USA_HAL_PAN,31.64
2020-08-28,USA_HAL_CAP,35.25
2020-09-27,AUS_PAR_PAN,15.82
2020-09-27,AUS_PAR_CAP,18.4
2020-09-27,AUS_VIZ_PAN,16.43
2020-09-27,AUS_VIZ_CAP,16.35
2020-09-27,AUS_DHA_PAN,17.12
2020-09-27,AUS_DHA_CAP,15.42
2020-09-27,AUS_GAN_PAN,16.2
2020-09-27,AUS_GAN_CAP,16.81
2020-09-27,AUS_GOP_PAN,16.79
2020-09-27,AUS_GOP_CAP,18.22
2020-09-27,AUS_HAL_PAN,18.65
2020-09-27,AUS_HAL_CAP,16.04
2020-09-27,IND_PAR_PAN,10.57
2020-09-27,IND_PAR_CAP,9.53
2020-09-27,IND_VIZ_PAN,9.72
2020-09-27,IND_VIZ_CAP,10.01
2020-09-27,IND_DHA_PAN,10.75
2020-09-27,IND_DHA_CAP,11.71
2020-09-27,IND_GAN_PAN,9.89
2020-09-27,IND_GAN_CAP,9.99
2020-09-27,IND_GOP_PAN,9.77
2020-09-27,IND_GOP_CAP,9.75
2020-09-27,IND_HAL_PAN,10.91
2020-09-27,IND_HAL_CAP,9.87
2020-09-27,RUS_PAR_PAN,26.77
2020-09-27,RUS_PAR_CAP,22.15
2020-09-27,RUS_VIZ_PAN,19.99
2020-09-27,RUS_VIZ_CAP,22.09
2020-09-27,RUS_DHA_PAN,23.14
2020-09-27,RUS_DHA_CAP,23.83
2020-09-27,RUS_GAN_PAN,21.6
2020-09-27,RUS_GAN_CAP,25.14
2020-09-27,RUS_GOP_PAN,21.12
2020-09-27,RUS_GOP_CAP,25.43
2020-09-27,RUS_HAL_PAN,21.52
2020-09-27,RUS_HAL_CAP,21.78
2020-09-27,MOZ_PAR_PAN,20.23
2020-09-27,MOZ_PAR_CAP,23.23
2020-09-27,MOZ_VIZ_PAN,21.01
2020-09-27,MOZ_VIZ_CAP,19.32
2020-09-27,MOZ_DHA_PAN,22.85
2020-09-27,MOZ_DHA_CAP,22.39
2020-09-27,MOZ_GAN_PAN,22.12
2020-09-27,MOZ_GAN_CAP,22.4
2020-09-27,MOZ_GOP_PAN,19.5
2020-09-27,MOZ_GOP_CAP,19.38
2020-09-27,MOZ_HAL_PAN,23.6
2020-09-27,MOZ_HAL_CAP,20.73
2020-09-27,USA_PAR_PAN,28.93
2020-09-27,USA_PAR_CAP,31.1
2020-09-27,USA_VIZ_PAN,37.17
2020-09-27,USA_VIZ_CAP,33.27
2020-09-27,USA_DHA_PAN,30.04
2020-09-27,USA_DHA_CAP,32.52
2020-09-27,USA_GAN_PAN,36.62
2020-09-27,USA_GAN_CAP,31.34
2020-09-27,USA_GOP_PAN,32.93
2020-09-27,USA_GOP_CAP,33.34
2020-09-27,USA_HAL_PAN,35.16
2020-09-27,USA_HAL_CAP,35.3
2020-10-27,AUS_PAR_PAN,16.55
2020-10-27,AUS_PAR_CAP,17.6
2020-10-27,AUS_VIZ_PAN,17.67
2020-10-27,AUS_VIZ_CAP,14.31
2020-10-27,AUS_DHA_PAN,16.88
2020-10-27,AUS_DHA_CAP,15.06
2020-10-27,AUS_GAN_PAN,16.17
2020-10-27,AUS_GAN_CAP,15.54
