timestamp,port_id,latitude,longitude,wind_speed,wave_height,wave_period,precipitation,pressure,storm_flag,cyclone_flag
2021-05-12,DHA,20.7833,86.9167,16.6,0.89,6.4,5.1,1008.8,0,0
2021-05-19,DHA,20.7833,86.9167,16.4,1.71,5.6,1.4,1017.2,0,0
2021-05-26,DHA,20.7833,86.9167,6.7,1.44,7.6,16.4,1017.2,0,0
2021-06-02,DHA,20.7833,86.9167,31.7,2.76,10.3,47.8,995.6,0,0
2021-06-09,DHA,20.7833,86.9167,25.4,2.09,10.4,73.9,1002.0,0,0
2021-06-16,DHA,20.7833,86.9167,25.4,2.04,7.0,72.3,1012.8,0,0
2021-06-23,DHA,20.7833,86.9167,32.7,2.81,9.4,60.6,1005.3,0,0
2021-06-30,DHA,20.7833,86.9167,27.7,2.13,7.8,83.5,1005.1,0,0
2021-07-07,DHA,20.7833,86.9167,26.2,2.04,6.9,56.5,1005.6,0,0
2021-07-14,DHA,20.7833,86.9167,26.1,2.1,7.5,96.4,999.9,0,0
2021-07-21,DHA,20.7833,86.9167,26.8,2.58,8.2,53.7,1000.3,0,0
2021-07-28,DHA,20.7833,86.9167,27.2,2.23,10.6,26.7,1004.6,0,0
2021-08-04,DHA,20.7833,86.9167,24.4,1.84,8.1,52.3,1001.7,0,0
2021-08-11,DHA,20.7833,86.9167,35.2,2.62,8.4,67.1,999.1,0,0
2021-08-18,DHA,20.7833,86.9167,28.7,3.17,6.5,94.9,1000.0,0,0
2021-08-25,DHA,20.7833,86.9167,31.9,2.2,10.4,67.9,1010.0,0,0
2021-09-01,DHA,20.7833,86.9167,22.9,2.39,8.9,43.6,1004.8,0,0
2021-09-08,DHA,20.7833,86.9167,20.7,3.17,6.2,57.0,1012.1,0,0
2021-09-15,DHA,20.7833,86.9167,29.3,2.93,9.2,62.9,1002.9,0,0
2021-09-22,DHA,20.7833,86.9167,29.9,2.61,6.6,45.5,1004.2,0,0
2021-09-29,DHA,20.7833,86.9167,27.8,3.29,6.3,63.7,1008.8,0,0
2021-10-06,DHA,20.7833,86.9167,16.6,1.17,10.6,6.2,1013.9,0,0
2021-10-13,DHA,20.7833,86.9167,18.5,2.27,9.4,0.9,1013.4,0,0
2021-10-20,DHA,20.7833,86.9167,15.2,1.14,10.4,7.0,1021.5,0,0
2021-10-27,DHA,20.7833,86.9167,13.2,1.71,5.5,1.3,1010.4,0,0
2021-11-03,DHA,20.7833,86.9167,19.4,1.53,7.1,0,1014.0,0,0
2021-11-10,DHA,20.7833,86.9167,64.1,4.75,10.0,0,986.3,0,1
2021-11-17,DHA,20.7833,86.9167,10.4,1.89,6.1,6.1,1013.8,0,0
2021-11-24,DHA,20.7833,86.9167,17.5,0.8,6.5,10.8,1005.1,0,0
2021-12-01,DHA,20.7833,86.9167,11.3,1.71,8.4,0,1012.4,0,0
2021-12-08,DHA,20.7833,86.9167,17.7,1.87,6.3,0,1006.6,0,0
2021-12-15,DHA,20.7833,86.9167,17.9,1.37,9.5,13.2,1010.8,0,0
2021-12-22,DHA,20.7833,86.9167,13.4,1.83,8.1,1.4,1014.2,0,0
2021-12-29,DHA,20.7833,86.9167,13.1,1.86,10.7,14.7,1014.5,0,0
2022-01-05,DHA,20.7833,86.9167,21.9,0.82,7.3,11.6,1018.2,0,0
2022-01-12,DHA,20.7833,86.9167,21.4,1.13,5.4,18.2,1011.0,0,0
2022-01-19,DHA,20.7833,86.9167,16.3,1.74,5.9,12.5,1017.7,0,0
2022-01-26,DHA,20.7833,86.9167,15.2,2.01,7.2,15.1,1015.3,0,0
2022-02-02,DHA,20.7833,86.9167,14.3,1.59,10.3,0,1014.0,0,0
2022-02-09,DHA,20.7833,86.9167,17.7,0.81,10.7,0,1012.2,0,0
2022-02-16,DHA,20.7833,86.9167,11.3,1.28,7.0,12.0,1008.7,0,0
2022-02-23,DHA,20.7833,86.9167,19.6,1.61,5.0,2.5,1017.2,0,0
2022-03-02,DHA,20.7833,86.9167,14.6,1.18,6.2,11.7,1013.7,0,0
2022-03-09,DHA,20.7833,86.9167,8.4,1.48,9.7,5.6,1016.5,0,0
2022-03-16,DHA,20.7833,86.9167,24.3,1.18,10.2,15.3,1016.3,0,0
2022-03-23,DHA,20.7833,86.9167,26.6,1.62,10.4,5.5,1007.5,0,0
2022-03-30,DHA,20.7833,86.9167,16.9,1.14,5.6,9.0,1014.2,0,0
2022-04-06,DHA,20.7833,86.9167,21.2,0.72,6.2,8.4,1011.7,0,0
2022-04-13,DHA,20.7833,86.9167,21.9,1.82,7.9,14.5,1012.9,0,0
2022-04-20,DHA,20.7833,86.9167,11.1,2.09,9.8,4.0,1007.1,0,0
2022-04-27,DHA,20.7833,86.9167,21.9,2.26,6.5,2.6,1013.0,0,0
2022-05-04,DHA,20.7833,86.9167,14.8,1.83,7.7,5.0,1012.2,0,0
2022-05-11,DHA,20.7833,86.9167,19.5,1.52,10.5,16.8,1013.1,0,0
2022-05-18,DHA,20.7833,86.9167,17.4,1.26,8.1,12.6,1014.1,0,0
2022-05-25,DHA,20.7833,86.9167,26.6,1.42,8.5,11.0,1011.0,0,0
2022-06-01,DHA,20.7833,86.9167,26.9,2.7,9.2,53.7,1003.3,0,0
2022-06-08,DHA,20.7833,86.9167,25.1,2.62,7.9,62.6,995.6,0,0
2022-06-15,DHA,20.7833,86.9167,16.5,3.21,8.7,75.0,1003.7,0,0
2022-06-22,DHA,20.7833,86.9167,31.9,2.7,9.7,103.7,1007.0,0,0
2022-06-29,DHA,20.7833,86.9167,26.1,3.39,9.9,41.0,1001.2,0,0
2022-07-06,DHA,20.7833,86.9167,32.5,1.81,7.0,88.5,1005.2,0,0
2022-07-13,DHA,20.7833,86.9167,21.2,2.63,9.5,60.5,1006.4,0,0
2022-07-20,DHA,20.7833,86.9167,25.6,2.57,7.4,56.6,1006.3,0,0
2022-07-27,DHA,20.7833,86.9167,33.7,1.95,6.1,70.7,1011.0,0,0
2022-08-03,DHA,20.7833,86.9167,25.9,2.59,9.4,80.8,1001.6,0,0
2022-08-10,DHA,20.7833,86.9167,32.1,2.32,9.4,54.5,1008.8,0,0
2022-08-17,DHA,20.7833,86.9167,22.9,1.91,9.3,97.8,1004.2,0,0
2022-08-24,DHA,20.7833,86.9167,29.4,3.05,8.0,86.3,1007.2,0,0
2022-08-31,DHA,20.7833,86.9167,25.3,2.72,9.0,26.8,1001.2,0,0
2022-09-07,DHA,20.7833,86.9167,27.4,2.72,8.5,45.2,1003.6,0,0
2022-09-14,DHA,20.7833,86.9167,23.0,2.39,8.0,99.1,1000.2,0,0
2022-09-21,DHA,20.7833,86.9167,34.0,2.34,10.6,49.7,1007.8,0,0
2022-09-28,DHA,20.7833,86.9167,22.8,2.01,6.8,0,992.2,0,0
2022-10-05,DHA,20.7833,86.9167,18.9,1.53,5.5,9.1,1012.1,0,0
2022-10-12,DHA,20.7833,86.9167,15.5,1.62,7.2,1.2,1012.5,0,0
2022-10-19,DHA,20.7833,86.9167,20.7,1.57,6.0,8.0,1009.8,0,0
2022-10-26,DHA,20.7833,86.9167,15.7,1.79,9.4,16.0,1013.9,0,0
2022-11-02,DHA,20.7833,86.9167,16.7,0.82,8.5,12.0,1019.3,0,0
2022-11-09,DHA,20.7833,86.9167,12.0,1.23,10.1,7.4,1011.5,0,0
2022-11-16,DHA,20.7833,86.9167,24.9,1.29,10.0,5.1,1019.1,0,0
2022-11-23,DHA,20.7833,86.9167,16.8,1.76,5.4,0,1017.6,0,0
2022-11-30,DHA,20.7833,86.9167,44.7,5.87,8.0,6.4,985.5,0,1
2022-12-07,DHA,20.7833,86.9167,23.7,1.67,9.9,10.9,1014.4,0,0
2022-12-14,DHA,20.7833,86.9167,13.8,1.67,5.5,7.9,1015.7,0,0
2022-12-21,DHA,20.7833,86.9167,13.4,1.74,9.5,7.2,1017.0,0,0
2022-12-28,DHA,20.7833,86.9167,21.5,1.19,6.6,5.4,1010.7,0,0
2023-01-04,DHA,20.7833,86.9167,20.5,1.58,11.0,13.8,1007.2,0,0
2023-01-11,DHA,20.7833,86.9167,12.0,1.04,10.7,4.7,1008.1,0,0
2023-01-18,DHA,20.7833,86.9167,15.7,1.17,9.9,11.2,1009.1,0,0
2023-01-25,DHA,20.7833,86.9167,15.3,2.19,10.0,12.0,1015.7,0,0
2023-02-01,DHA,20.7833,86.9167,13.6,1.48,7.6,16.4,1017.1,0,0
2023-02-08,DHA,20.7833,86.9167,12.1,1.3,9.5,9.6,1012.4,0,0
2023-02-15,DHA,20.7833,86.9167,21.0,1.57,5.0,9.7,1014.7,0,0
2023-02-22,DHA,20.7833,86.9167,4.5,1.26,5.7,10.4,1008.1,0,0
2023-03-01,DHA,20.7833,86.9167,9.6,1.31,7.6,4.3,1015.8,0,0
2023-03-08,DHA,20.7833,86.9167,18.8,1.39,10.9,0,1012.6,0,0
2023-03-15,DHA,20.7833,86.9167,24.9,1.56,8.5,11.8,1011.6,0,0
2023-03-22,DHA,20.7833,86.9167,11.9,1.52,8.3,10.9,1019.8,0,0
2023-03-29,DHA,20.7833,86.9167,12.1,1.38,5.0,16.7,1008.8,0,0
2023-04-05,DHA,20.7833,86.9167,38.4,2.55,9.0,2.5,1005.5,1,0
2023-04-12,DHA,20.7833,86.9167,20.5,1.06,5.2,8.6,1011.2,0,0
2023-04-19,DHA,20.7833,86.9167,16.0,1.31,6.0,8.5,1011.5,0,0
2023-04-26,DHA,20.7833,86.9167,18.8,1.63,8.6,12.8,1016.3,0,0
2023-05-03,DHA,20.7833,86.9167,17.8,1.8,10.6,0,1006.5,0,0
2023-05-10,DHA,20.7833,86.9167,16.9,1.15,8.6,4.9,1006.3,0,0
2023-05-17,DHA,20.7833,86.9167,15.6,1.76,9.7,9.4,1014.4,0,0
2023-05-24,DHA,20.7833,86.9167,10.4,0.91,6.2,5.6,1016.8,0,0
2023-05-31,DHA,20.7833,86.9167,14.3,1.32,5.4,0.4,1014.9,0,0
2023-06-07,DHA,20.7833,86.9167,27.6,2.68,9.9,50.9,1008.3,0,0
2023-06-14,DHA,20.7833,86.9167,18.6,2.46,5.9,36.6,1002.2,0,0
2023-06-21,DHA,20.7833,86.9167,29.6,1.56,5.3,38.8,1001.5,0,0
2023-06-28,DHA,20.7833,86.9167,31.7,2.54,9.6,14.7,1004.3,0,0
2023-07-05,DHA,20.7833,86.9167,21.3,2.37,9.8,39.2,1005.7,0,0
2023-07-12,DHA,20.7833,86.9167,19.0,1.36,8.1,35.0,998.7,0,0
2023-07-19,DHA,20.7833,86.9167,21.6,2.58,10.5,40.8,1004.1,0,0
2023-07-26,DHA,20.7833,86.9167,29.7,2.53,10.7,55.7,1008.3,0,0
2023-08-02,DHA,20.7833,86.9167,22.3,3.1,9.2,102.1,1008.0,0,0
2023-08-09,DHA,20.7833,86.9167,30.1,2.53,7.4,54.1,1007.3,0,0
2023-08-16,DHA,20.7833,86.9167,18.1,1.82,5.2,84.7,1001.4,0,0
2023-08-23,DHA,20.7833,86.9167,24.0,1.71,7.9,74.4,1002.0,0,0
2023-08-30,DHA,20.7833,86.9167,23.5,2.66,10.7,69.0,1009.1,0,0
2023-09-06,DHA,20.7833,86.9167,29.7,2.26,8.6,71.6,1007.5,0,0
2023-09-13,DHA,20.7833,86.9167,29.1,1.84,7.1,53.5,1002.6,0,0
2023-09-20,DHA,20.7833,86.9167,24.8,2.46,6.3,66.4,1009.8,0,0
2023-09-27,DHA,20.7833,86.9167,20.9,2.36,8.7,76.9,1000.3,0,0
2023-10-04,DHA,20.7833,86.9167,17.3,1.99,5.6,7.0,1009.0,0,0
2023-10-11,DHA,20.7833,86.9167,16.9,0.94,5.3,2.3,1005.1,0,0
2023-10-18,DHA,20.7833,86.9167,20.4,1.23,6.6,7.2,1013.4,0,0
2023-10-25,DHA,20.7833,86.9167,19.7,0.93,5.1,14.1,1016.9,0,0
2023-11-01,DHA,20.7833,86.9167,23.3,1.96,8.2,5.7,1012.9,0,0
2023-11-08,DHA,20.7833,86.9167,16.9,1.59,6.0,2.5,1008.3,0,0
2023-11-15,DHA,20.7833,86.9167,24.8,1.92,10.4,6.8,1007.7,0,0
2023-11-22,DHA,20.7833,86.9167,8.3,1.75,7.2,15.1,1010.7,0,0
2023-11-29,DHA,20.7833,86.9167,15.6,1.46,8.9,10.6,1012.2,0,0
2023-12-06,DHA,20.7833,86.9167,13.5,0.71,6.5,2.4,1007.9,0,0
2023-12-13,DHA,20.7833,86.9167,11.4,1.79,8.3,8.9,1018.1,0,0
2023-12-20,DHA,20.7833,86.9167,12.6,1.49,6.2,0,1010.4,0,0
2023-12-27,DHA,20.7833,86.9167,13.7,1.19,9.7,16.4,1018.6,0,0
2024-01-03,DHA,20.7833,86.9167,20.9,1.84,7.8,10.0,1004.0,0,0
2024-01-10,DHA,20.7833,86.9167,15.5,0.8,5.9,14.1,1019.3,0,0
2024-01-17,DHA,20.7833,86.9167,12.0,1.3,8.3,9.4,1016.8,0,0
2024-01-24,DHA,20.7833,86.9167,15.5,1.43,5.1,2.5,1014.5,0,0
2024-01-31,DHA,20.7833,86.9167,14.9,1.58,7.6,10.9,1025.5,0,0
2024-02-07,DHA,20.7833,86.9167,27.3,1.76,8.7,12.8,1014.3,0,0
2024-02-14,DHA,20.7833,86.9167,9.8,1.37,8.7,1.9,1008.3,0,0
2024-02-21,DHA,20.7833,86.9167,16.1,1.08,8.1,3.1,1015.4,0,0
2024-02-28,DHA,20.7833,86.9167,16.1,1.39,6.3,2.7,1007.5,0,0
2024-03-06,DHA,20.7833,86.9167,17.6,1.89,5.1,9.0,1012.4,0,0
2024-03-13,DHA,20.7833,86.9167,15.0,0.67,10.5,7.5,1021.5,0,0
2024-03-20,DHA,20.7833,86.9167,13.5,1.36,7.7,5.3,1013.5,0,0
2024-03-27,DHA,20.7833,86.9167,18.8,1.67,5.1,11.6,1011.9,0,0
2024-04-03,DHA,20.7833,86.9167,17.2,1.93,9.6,12.3,1007.6,0,0
2024-04-10,DHA,20.7833,86.9167,17.0,1.33,8.0,1.0,1010.4,0,0
2024-04-17,DHA,20.7833,86.9167,10.0,1.53,8.0,0,1014.3,0,0
2024-04-24,DHA,20.7833,86.9167,14.1,1.41,8.6,13.1,1016.2,0,0
2024-05-01,DHA,20.7833,86.9167,19.6,1.78,6.4,6.8,1011.7,0,0
2024-05-08,DHA,20.7833,86.9167,20.7,0.88,6.5,7.1,1015.1,0,0
2024-05-15,DHA,20.7833,86.9167,13.0,1.63,10.6,18.3,1012.2,0,0
2024-05-22,DHA,20.7833,86.9167,20.7,1.9,7.8,12.1,1015.1,0,0
2024-05-29,DHA,20.7833,86.9167,15.3,0.99,7.4,9.8,1011.6,0,0
2024-06-05,DHA,20.7833,86.9167,18.3,2.65,10.4,52.1,1005.2,0,0
2024-06-12,DHA,20.7833,86.9167,28.1,1.85,10.0,0,1000.9,0,0
2024-06-19,DHA,20.7833,86.9167,26.1,2.51,8.2,43.5,1006.6,0,0
2024-06-26,DHA,20.7833,86.9167,32.5,2.47,5.3,53.1,999.8,0,0
2024-07-03,DHA,20.7833,86.9167,26.5,2.62,9.1,26.4,996.2,0,0
2024-07-10,DHA,20.7833,86.9167,25.0,1.81,9.0,29.0,1006.2,0,0
2024-07-17,DHA,20.7833,86.9167,26.9,2.51,8.5,81.9,999.5,0,0
2024-07-24,DHA,20.7833,86.9167,33.8,2.79,7.7,65.8,1005.6,0,0
2024-07-31,DHA,20.7833,86.9167,32.8,2.9,7.0,75.2,1002.6,0,0
2024-08-07,DHA,20.7833,86.9167,24.9,2.06,9.9,65.4,1004.2,0,0
2024-08-14,DHA,20.7833,86.9167,29.0,2.27,9.8,46.2,1006.3,0,0
2024-08-21,DHA,20.7833,86.9167,17.4,1.67,8.4,27.9,1000.4,0,0
2024-08-28,DHA,20.7833,86.9167,22.2,2.5,10.1,56.8,1005.0,0,0
2024-09-04,DHA,20.7833,86.9167,22.7,1.83,9.6,61.3,1002.7,0,0
2024-09-11,DHA,20.7833,86.9167,16.4,2.36,7.7,37.9,1001.2,0,0
2024-09-18,DHA,20.7833,86.9167,24.0,2.87,7.3,84.5,1001.9,0,0
2024-09-25,DHA,20.7833,86.9167,25.9,2.21,6.3,65.3,1007.8,0,0
2024-10-02,DHA,20.7833,86.9167,25.0,1.7,10.7,9.6,1011.1,0,0
2024-10-09,DHA,20.7833,86.9167,22.0,1.08,6.3,0,1008.3,0,0
2024-10-16,DHA,20.7833,86.9167,13.9,1.62,5.6,2.3,1004.7,0,0
2024-10-23,DHA,20.7833,86.9167,18.0,1.46,7.0,19.3,1015.2,0,0
2024-10-30,DHA,20.7833,86.9167,10.0,1.52,9.8,0,1015.5,0,0
2024-11-06,DHA,20.7833,86.9167,14.3,1.38,6.8,4.8,1011.6,0,0
2024-11-13,DHA,20.7833,86.9167,17.3,1.76,5.4,23.5,1008.6,0,0
2024-11-20,DHA,20.7833,86.9167,22.0,1.08,7.1,4.5,1007.7,0,0
2024-11-27,DHA,20.7833,86.9167,10.0,1.11,7.2,5.1,1004.7,0,0
2024-12-04,DHA,20.7833,86.9167,15.7,1.91,5.6,11.3,1014.7,0,0
2024-12-11,DHA,20.7833,86.9167,23.1,0.91,10.1,0,1014.6,0,0
2024-12-18,DHA,20.7833,86.9167,22.1,1.41,10.6,8.5,1017.5,0,0
2024-12-25,DHA,20.7833,86.9167,39.6,2.21,7.5,0,1010.9,1,0
2025-01-01,DHA,20.7833,86.9167,16.3,1.21,6.8,0.4,1006.8,0,0
2025-01-08,DHA,20.7833,86.9167,14.3,0.88,8.1,9.2,1010.8,0,0
2025-01-15,DHA,20.7833,86.9167,16.0,0.9,9.5,7.2,1005.5,0,0
2025-01-22,DHA,20.7833,86.9167,11.9,1.18,9.6,9.2,1019.0,0,0
2025-01-29,DHA,20.7833,86.9167,15.8,1.92,9.7,10.2,1017.3,0,0
2025-02-05,DHA,20.7833,86.9167,13.3,1.22,7.3,8.0,1011.1,0,0
2025-02-12,DHA,20.7833,86.9167,38.6,3.52,11.0,14.6,1020.7,1,0
2025-02-19,DHA,20.7833,86.9167,14.5,1.35,5.9,8.6,1014.3,0,0
2025-02-26,DHA,20.7833,86.9167,15.3,1.63,9.4,12.8,1013.3,0,0
2025-03-05,DHA,20.7833,86.9167,15.5,0.88,5.5,7.8,1016.0,0,0
2025-03-12,DHA,20.7833,86.9167,23.4,1.51,7.3,6.7,1019.0,0,0
2025-03-19,DHA,20.7833,86.9167,11.1,1.46,7.9,11.5,1004.7,0,0
2025-03-26,DHA,20.7833,86.9167,16.0,1.32,8.0,9.9,1018.6,0,0
2025-04-02,DHA,20.7833,86.9167,18.7,0.84,5.5,14.7,1008.9,0,0
2025-04-09,DHA,20.7833,86.9167,14.4,1.63,6.5,5.4,1011.8,0,0
2025-04-16,DHA,20.7833,86.9167,18.5,1.54,5.3,12.3,1006.0,0,0
2025-04-23,DHA,20.7833,86.9167,13.6,1.57,9.9,16.1,1015.4,0,0
2025-04-30,DHA,20.7833,86.9167,34.6,2.95,9.3,0,1011.6,1,0
2025-05-07,DHA,20.7833,86.9167,10.8,1.12,8.3,0,1008.5,0,0
2025-05-14,DHA,20.7833,86.9167,15.6,1.21,6.0,0,1004.9,0,0
2025-05-21,DHA,20.7833,86.9167,13.3,1.43,8.5,7.3,1010.1,0,0
2025-05-28,DHA,20.7833,86.9167,16.6,1.17,10.7,5.8,1010.9,0,0
2025-06-04,DHA,20.7833,86.9167,30.6,2.21,9.3,69.0,1006.4,0,0
2025-06-11,DHA,20.7833,86.9167,25.6,2.2,10.4,72.2,1000.3,0,0
2025-06-18,DHA,20.7833,86.9167,26.7,2.65,10.8,82.8,1009.6,0,0
2025-06-25,DHA,20.7833,86.9167,21.5,2.41,10.5,63.9,1001.8,0,0
2025-07-02,DHA,20.7833,86.9167,31.5,1.88,8.2,23.5,1004.5,0,0
2025-07-09,DHA,20.7833,86.9167,31.6,2.19,10.2,27.3,1005.8,0,0
2025-07-16,DHA,20.7833,86.9167,30.4,2.41,6.9,59.6,1003.4,0,0
2025-07-23,DHA,20.7833,86.9167,28.1,2.91,5.2,60.9,1005.3,0,0
2025-07-30,DHA,20.7833,86.9167,27.4,1.94,5.2,45.7,1004.8,0,0
2025-08-06,DHA,20.7833,86.9167,49.4,3.84,8.9,76.9,996.6,1,0
2025-08-13,DHA,20.7833,86.9167,23.9,1.89,8.3,39.0,1006.4,0,0
2025-08-20,DHA,20.7833,86.9167,24.8,2.74,7.9,35.3,1009.5,0,0
2025-08-27,DHA,20.7833,86.9167,29.0,2.33,8.2,62.3,1018.4,0,0
2025-09-03,DHA,20.7833,86.9167,21.7,2.73,8.3,85.1,997.9,0,0
2025-09-10,DHA,20.7833,86.9167,26.8,2.12,9.8,101.5,1006.8,0,0
2025-09-17,DHA,20.7833,86.9167,29.5,1.93,6.5,88.6,1003.2,0,0
2025-09-24,DHA,20.7833,86.9167,18.1,2.49,8.8,83.1,1007.8,0,0
2025-10-01,DHA,20.7833,86.9167,13.4,1.21,6.8,15.1,1009.1,0,0
2025-10-08,DHA,20.7833,86.9167,48.3,6.43,8.6,10.0,993.9,0,1
2025-10-15,DHA,20.7833,86.9167,14.3,1.19,7.0,4.5,1013.4,0,0
