port_id,month,avg_wait_hist,med_wait_hist,avg_wind_speed,avg_wave_height,avg_precip,avg_vessels_at_anchorage,avg_vessels_in_port,avg_queue_length,avg_arrivals_24h,avg_arrivals_7d,avg_departures_24h,avg_departures_7d,cyclone_flag_rate,storm_flag_rate
GOP,9,56.46666666666667,54.3,26.51111111111111,2.123333333333333,47.422222222222224,1.6666666666666667,1.2222222222222223,2.888888888888889,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0
GOP,10,77.33636363636364,78.0,15.581818181818182,1.2063636363636363,8.536363636363637,2.6363636363636362,0.7272727272727273,3.3636363636363638,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.0
GOP,11,79.4375,79.0,15.9,1.5975,6.8,1.875,1.25,3.125,0.0,0.25,0.125,0.25,0.0,0.0
GOP,12,62.67142857142857,60.3,21.599999999999998,1.8842857142857146,10.971428571428572,1.7142857142857142,0.8571428571428571,2.5714285714285716,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0
HAL,1,53.75,48.8,14.416666666666666,1.4083333333333332,6.816666666666666,1.8333333333333333,1.5,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0
HAL,2,49.93333333333334,47.5,16.408333333333335,1.5899999999999999,9.683333333333334,2.3333333333333335,1.3333333333333333,3.6666666666666665,0.08333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0
HAL,3,50.290909090909096,52.2,15.654545454545454,1.3690909090909091,5.909090909090909,1.7272727272727273,0.7272727272727273,2.4545454545454546,0.0,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0
HAL,4,50.611111111111114,51.9,15.88888888888889,1.458888888888889,5.888888888888889,1.5555555555555556,1.0,2.5555555555555554,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.1111111111111111
HAL,5,54.510000000000005,56.7,16.119999999999997,1.6010000000000002,9.379999999999999,2.4,1.3,3.7,0.1,0.3,0.0,0.3,0.0,0.1
HAL,6,80.14444444444445,84.3,27.522222222222226,2.028888888888889,60.65555555555555,2.111111111111111,1.4444444444444444,3.5555555555555554,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0
HAL,7,81.15,76.95,25.31,2.524,52.629999999999995,1.8,1.1,2.9,0.2,0.2,0.0,0.0,0.0,0.0
HAL,8,89.05555555555556,78.1,25.966666666666665,2.4522222222222223,61.35555555555556,2.2222222222222223,1.0,3.2222222222222223,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0
HAL,9,87.7,86.15,29.5,2.724285714285714,70.62142857142858,2.9285714285714284,1.3571428571428572,4.285714285714286,0.0,0.35714285714285715,0.0,0.0,0.0,0.14285714285714285
HAL,10,100.44545454545455,96.0,29.09090909090909,2.5745454545454547,8.590909090909092,2.272727272727273,1.0909090909090908,3.3636363636363638,0.09090909090909091,0.36363636363636365,0.0,0.0,0.36363636363636365,0.0
HAL,11,110.25555555555556,102.5,22.91111111111111,2.2266666666666666,12.399999999999999,2.6666666666666665,0.6666666666666666,3.3333333333333335,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.1111111111111111
HAL,12,102.67999999999999,118.8,17.56,1.31,7.82,2.6,2.0,4.6,0.0,0.2,0.0,0.0,0.0,0.0
PAR,1,25.708695652173912,24.6,16.58695652173913,1.4543478260869567,8.882608695652175,1.6956521739130435,1.0869565217391304,2.782608695652174,0.13043478260869565,0.8260869565217391,0.30434782608695654,0.8260869565217391,0.0,0.0
PAR,2,23.58076923076923,23.799999999999997,15.903846153846153,1.4011538461538462,9.86153846153846,1.7692307692307692,0.6923076923076923,2.4615384615384617,0.5,1.1153846153846154,0.11538461538461539,0.6153846153846154,0.0,0.0
PAR,3,23.814285714285717,23.0,16.333333333333332,1.2842857142857143,6.357142857142857,2.2857142857142856,1.2857142857142858,3.5714285714285716,0.23809523809523808,0.9047619047619048,0.09523809523809523,0.7619047619047619,0.0,0.0
PAR,4,23.87037037037037,23.9,17.37037037037037,1.4477777777777778,10.022222222222224,1.4444444444444444,0.5925925925925926,2.037037037037037,0.18518518518518517,1.037037037037037,0.18518518518518517,0.9259259259259259,0.0,0.037037037037037035
PAR,5,28.38888888888889,27.15,17.37222222222222,1.3888888888888888,11.655555555555557,1.7777777777777777,1.2777777777777777,3.0555555555555554,0.1111111111111111,0.8333333333333334,0.1111111111111111,0.6666666666666666,0.0,0.0
PAR,6,41.05652173913043,36.5,25.569565217391304,2.243913043478261,56.35217391304347,2.652173913043478,1.5217391304347827,4.173913043478261,0.13043478260869565,1.0434782608695652,0.2608695652173913,0.7391304347826086,0.0,0.0
PAR,7,38.15416666666667,38.8,24.912499999999998,2.42875,60.42916666666667,1.9583333333333333,0.9583333333333334,2.9166666666666665,0.125,1.0416666666666667,0.25,0.6666666666666666,0.0,0.0
PAR,8,37.75,33.7,26.03888888888889,2.2933333333333334,65.41111111111111,2.3333333333333335,1.1666666666666667,3.5,0.05555555555555555,1.0555555555555556,0.1111111111111111,0.7777777777777778,0.0,0.05555555555555555
PAR,9,39.714999999999996,38.1,24.925,2.3895,55.475,2.7,1.45,4.15,0.05,0.7,0.15,0.5,0.0,0.1
PAR,10,43.300000000000004,43.6,18.357894736842105,1.6431578947368422,6.71578947368421,2.4210526315789473,0.8421052631578947,3.263157894736842,0.15789473684210525,0.8421052631578947,0.15789473684210525,0.9473684210526315,0.0,0.05263157894736842
PAR,11,51.06470588235294,52.6,19.400000000000002,1.82,7.341176470588235,2.6470588235294117,1.0588235294117647,3.7058823529411766,0.0,0.6470588235294118,0.11764705882352941,0.5294117647058824,0.11764705882352941,0.0
PAR,12,40.43333333333333,41.2,14.237499999999999,1.3637499999999998,10.941666666666668,2.125,1.0833333333333333,3.2083333333333335,0.125,1.0833333333333333,0.20833333333333334,0.6666666666666666,0.0,0.0
VIZ,1,24.166666666666668,22.8,15.904761904761905,1.3461904761904762,8.533333333333333,1.9047619047619047,1.0,2.9047619047619047,0.047619047619047616,0.8571428571428571,0.047619047619047616,0.6666666666666666,0.0,0.0
VIZ,2,23.2625,21.6,17.120833333333334,1.4583333333333333,7.645833333333333,2.125,1.2916666666666667,3.4166666666666665,0.20833333333333334,0.9166666666666666,0.20833333333333334,1.0,0.0,0.0
VIZ,3,21.425,21.5,17.3875,1.6183333333333332,11.270833333333334,2.25,1.3333333333333333,3.5833333333333335,0.16666666666666666,0.9583333333333334,0.16666666666666666,0.5,0.0,0.08333333333333333
VIZ,4,23.29565217391304,21.2,15.156521739130437,1.411304347826087,8.769565217391303,1.7391304347826086,1.2173913043478262,2.9565217391304346,0.08695652173913043,0.6956521739130435,0.0,0.6086956521739131,0.0,0.0
VIZ,5,26.192307692307693,26.15,14.196153846153846,1.3942307692307692,10.315384615384614,2.1153846153846154,1.0769230769230769,3.1923076923076925,0.15384615384615385,1.0,0.11538461538461539,0.8076923076923077,0.0,0.0
VIZ,6,39.01052631578948,41.2,28.942105263157895,2.5626315789473684,63.426315789473676,1.9473684210526316,0.6842105263157895,2.6315789473684212,0.2631578947368421,0.7894736842105263,0.10526315789473684,0.8421052631578947,0.0,0.10526315789473684
VIZ,7,39.1,38.6,28.494444444444444,2.396111111111111,69.58888888888889,1.8888888888888888,1.0,2.888888888888889,0.0,0.7222222222222222,0.2777777777777778,0.9444444444444444,0.0,0.05555555555555555
VIZ,8,43.72,40.6,25.108,2.4068,64.22,2.16,1.0,3.16,0.16,0.6,0.08,0.44,0.0,0.0
VIZ,9,41.54642857142857,40.2,25.360714285714288,2.169642857142857,52.30714285714286,1.9642857142857142,0.75,2.7142857142857144,0.17857142857142858,0.9642857142857143,0.10714285714285714,0.7857142857142857,0.0,0.03571428571428571
VIZ,10,47.010000000000005,46.45,22.31,1.8739999999999999,13.915000000000001,2.6,1.15,3.75,0.05,0.65,0.0,0.85,0.1,0.0
VIZ,11,48.65714285714286,48.7,24.071428571428573,1.9695238095238095,12.447619047619046,2.5714285714285716,1.2380952380952381,3.8095238095238093,0.047619047619047616,0.9523809523809523,0.3333333333333333,0.9047619047619048,0.14285714285714285,0.0
VIZ,12,44.811764705882354,42.7,17.8,1.7158823529411766,6.347058823529412,2.588235294117647,1.0588235294117647,3.6470588235294117,0.11764705882352941,0.6470588235294118,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.0
