date,route_id,origin,destination_port,vessel_class,freight_usd_mt,bunker_price_usd_mt,coal_price_usd_mt,market_regime_predicted,bearish_probability,bullish_probability,neutral_probability,market_score,freight_direction,market_volatility,forward_signal,bunker_pressure,port_pressure,chartering_signal
2025-01-29,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.636451612903226,543.3787096774194,132.15,BULLISH,0.04888797310847497,0.9168662195268883,0.03424580736463662,93.4,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-01-30,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.640967741935484,544.065806451613,132.06,BULLISH,0.0461799669517661,0.9217599547619335,0.03206007828630028,93.8,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-01-31,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.64548387096774,544.7529032258064,133.56,BULLISH,0.04398896950722352,0.9313300974304952,0.02468093306228126,94.4,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-01,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.65,545.44,131.27,BULLISH,0.0471451956043749,0.9268073556622355,0.026047448733389426,94.0,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-02,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.684285714285714,545.4542857142858,128.27,BULLISH,0.040533318578444846,0.9323637888030314,0.027102892618523618,94.6,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-03,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.718571428571426,545.4685714285715,133.0,BULLISH,0.039292032751206275,0.9318993811244903,0.028808586124303256,94.6,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-04,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.752857142857142,545.4828571428571,129.74,BULLISH,0.04011315529351384,0.9373009692069655,0.022585875499520534,94.9,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-05,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.787142857142857,545.4971428571429,130.06,BULLISH,0.04143245613589917,0.9261003578739074,0.03246718599019331,94.2,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-06,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.82142857142857,545.5114285714286,131.97,BULLISH,0.03911941333089429,0.9260232444869477,0.03485734218215793,94.3,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-07,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.855714285714285,545.5257142857143,131.76,BULLISH,0.039678905341863906,0.9265599039675473,0.03376119069058887,94.3,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-08,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.89,545.5400000000001,129.11,BULLISH,0.040894717820028424,0.927103607962836,0.032001674217135734,94.3,RISING,LOW,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-09,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.924285714285713,545.5542857142858,132.25,BULLISH,0.043849996394781314,0.9239066736255862,0.03224332997963259,94.0,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-10,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.958571428571428,545.5685714285714,133.83,BULLISH,0.043142655478905195,0.9200292419478677,0.03682810257322757,93.8,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-11,AUS_DHA_PAN,Australia,Dhamra,Panamax,16.99285714285714,545.5828571428572,129.63,BULLISH,0.04334043551094016,0.9194593731046093,0.03720019138445082,93.8,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-12,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.027142857142856,545.5971428571429,134.41,BULLISH,0.04833889890291723,0.9067531894583626,0.044907911638720044,92.9,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-13,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.06142857142857,545.6114285714286,128.73,BULLISH,0.04711233774091967,0.912705426633067,0.040182235626013176,93.3,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-14,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.095714285714283,545.6257142857144,136.07,BULLISH,0.04635006697081039,0.9059047753011138,0.04774515772807579,93.0,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-15,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.13,545.6400000000001,130.99,BULLISH,0.04674216520861731,0.910281276642784,0.042976558148598416,93.2,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-16,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.164285714285715,545.6542857142857,132.09,BULLISH,0.04985339795986766,0.9116224996667319,0.038524102373400274,93.1,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-17,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.198571428571427,545.6685714285715,128.0,BULLISH,0.0501774240225901,0.9118670959047659,0.0379554800726438,93.1,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-18,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.232857142857142,545.6828571428572,131.64,BULLISH,0.051986062028304414,0.909137909953846,0.038876028017849285,92.9,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-19,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.267142857142858,545.6971428571429,132.21,BULLISH,0.03996159213641073,0.9172230426570734,0.04281536520651603,93.9,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-20,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.30142857142857,545.7114285714287,131.56,BULLISH,0.04094132093354872,0.9175296361086169,0.04152904295783436,93.8,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-21,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.335714285714285,545.7257142857143,130.59,BULLISH,0.03985683530492343,0.9128532517128148,0.04728991298226176,93.6,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-22,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.369999999999997,545.74,129.81,BULLISH,0.04288058429523333,0.9101371432394167,0.04698227246535011,93.4,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-23,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.404285714285713,545.7542857142857,133.94,BULLISH,0.04595803889670285,0.9130255113856711,0.04101644971762636,93.4,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-24,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.43857142857143,545.7685714285715,131.73,BULLISH,0.04247696271724663,0.8972513737422204,0.06027166354053341,92.7,RISING,MEDIUM,NEUTRAL,LOW,LOW,ENTER / CONSIDER FIXING
2025-02-25,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.47285714285714,545.7828571428572,134.73,BULLISH,0.042250671311996016,0.8854716757039252,0.07227765298407934,92.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-26,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.507142857142856,545.797142857143,130.58,BULLISH,0.04450624230048533,0.8975542410447291,0.057939516654785785,92.7,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-27,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.541428571428572,545.8114285714286,130.75,BULLISH,0.046708633369476206,0.8943947712471162,0.05889659538340808,92.4,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-28,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.575714285714284,545.8257142857143,133.23,BULLISH,0.048372991529789966,0.8890540679176542,0.0625729405525564,92.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-01,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.61,545.84,128.34,BULLISH,0.05579814418215884,0.881647482432672,0.06255437338516928,91.3,RISING,HIGH,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-02,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.635483870967743,545.9822580645161,129.24,BULLISH,0.05840830996302029,0.8786288367959406,0.06296285324103937,91.0,RISING,HIGH,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-03,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.660967741935483,546.1245161290323,133.94,BULLISH,0.05764809509691137,0.8763506020089704,0.06600130289411844,90.9,RISING,HIGH,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-04,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.686451612903227,546.2667741935484,129.49,BULLISH,0.058479979646993106,0.8795663868453468,0.061953633507660436,91.1,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-05,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.711935483870967,546.4090322580646,128.28,BULLISH,0.05872270984034344,0.8756794607370013,0.06559782942265521,90.8,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-06,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.73741935483871,546.5512903225807,135.74,BULLISH,0.0599600257557075,0.865960206998657,0.07407976724563563,90.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-07,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.76290322580645,546.6935483870968,129.29,BULLISH,0.06255859444459665,0.8785518419819344,0.05888956357346895,90.8,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-08,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.788387096774194,546.8358064516129,132.53,BULLISH,0.057747518761846806,0.8720241257343079,0.07022835550384537,90.7,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-09,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.813870967741934,546.978064516129,132.39,BULLISH,0.06058376446891309,0.8613045843529398,0.07811165117814743,90.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-10,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.839354838709678,547.1203225806452,126.71,BULLISH,0.06000774067660329,0.8702200025354897,0.06977225678790729,90.5,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-11,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.864838709677418,547.2625806451613,131.88,BULLISH,0.05687390766359746,0.8700971337485643,0.07302895858783827,90.7,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-12,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.89032258064516,547.4048387096774,133.39,BULLISH,0.05760259770281271,0.8654834767894081,0.07691392550777958,90.4,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-13,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.9158064516129,547.5470967741936,133.29,BULLISH,0.058052443307698445,0.8642640333396412,0.07768352335266059,90.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-14,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.941290322580645,547.6893548387097,134.47,BULLISH,0.055953271720863035,0.86113029137201,0.08291643690712733,90.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-15,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.966774193548385,547.8316129032258,131.97,BULLISH,0.054007695550114886,0.8619383496040746,0.08405395484581078,90.4,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-16,AUS_DHA_PAN,Australia,Dhamra,Panamax,17.99225806451613,547.973870967742,134.26,BULLISH,0.055008177144815394,0.8534634183053781,0.09152840454980683,89.9,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-17,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.01774193548387,548.1161290322581,131.54,BULLISH,0.05617028350693294,0.8541267864951552,0.08970292999791216,89.9,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-18,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.043225806451613,548.2583870967742,130.18,BULLISH,0.06391701835797832,0.8469682406222689,0.08911474101975307,89.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-19,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.06870967741936,548.4006451612903,130.49,BEARISH,0.6556778192543037,0.12336135960023412,0.22096082114546217,23.4,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-03-20,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.094193548387096,548.5429032258064,130.24,BEARISH,0.6517731091236956,0.13347940436267278,0.2147474865136317,24.1,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-03-21,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.11967741935484,548.6851612903226,135.27,BEARISH,0.6663882777789605,0.12103261540340514,0.21257910681763414,22.7,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-03-22,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.14516129032258,548.8274193548388,130.3,BEARISH,0.6645790801651744,0.12930341231460296,0.20611750752022265,23.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-03-23,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.17064516129032,548.9696774193549,133.96,BEARISH,0.6684474485492261,0.12792741843956543,0.2036251330112082,23.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-03-24,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.196129032258064,549.111935483871,132.97,BEARISH,0.677746299411681,0.12117002666452185,0.20108367392379686,22.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-03-25,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.221612903225804,549.2541935483871,133.38,BEARISH,0.6795780983175748,0.12982567580105767,0.1905962258813676,22.5,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-03-26,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.247096774193547,549.3964516129032,136.39,BEARISH,0.6724575217490109,0.14158404023902246,0.18595843801196657,23.5,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-03-27,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.272580645161288,549.5387096774193,132.87,BEARISH,0.6685720211076437,0.13701101136315452,0.1944169675292017,23.4,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-03-28,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.29806451612903,549.6809677419354,135.05,BEARISH,0.6754917482302707,0.13991021152761468,0.1845980402421146,23.2,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-03-29,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.32354838709677,549.8232258064517,133.99,BEARISH,0.6821009010725365,0.12935142757623092,0.18854767135123246,22.4,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-03-30,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.349032258064515,549.9654838709678,133.69,BEARISH,0.6957769760786668,0.1308993417982773,0.1733236821230557,21.8,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-03-31,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.37451612903226,550.1077419354839,138.68,BEARISH,0.7123859402854726,0.1234941098975971,0.16411994981693023,20.6,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-01,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.4,550.25,131.28,BEARISH,0.7128382667378088,0.11829305306416708,0.16886868019802428,20.3,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-02,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.37833333333333,550.6566666666666,136.69,BEARISH,0.7185204265517794,0.12294866618763986,0.15853090726058072,20.2,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-03,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.356666666666666,551.0633333333334,135.37,BEARISH,0.7840542334811409,0.09546481330870203,0.12048095321015691,15.6,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-04,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.335,551.47,133.05,BEARISH,0.8247281506410563,0.08428463333496684,0.09098721602397666,13.0,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-05,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.313333333333333,551.8766666666667,137.21,BEARISH,0.8555347917352574,0.0681998210511605,0.0762653872135817,10.6,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-06,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.291666666666664,552.2833333333333,130.2,BEARISH,0.8562181604354134,0.06526268646601158,0.07851915309857481,10.5,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-07,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.27,552.69,132.8,BEARISH,0.8542568984150348,0.06202914687448057,0.08371395471048462,10.4,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-08,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.24833333333333,553.0966666666667,131.38,BEARISH,0.8582449330227584,0.06245284992736732,0.07930221704987452,10.2,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-09,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.226666666666667,553.5033333333333,134.56,BEARISH,0.8505990482105166,0.0648934448542117,0.08450750693527143,10.7,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-10,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.205,553.91,131.46,BEARISH,0.8485561918897191,0.06476459340141828,0.0866792147088625,10.8,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
2025-04-11,AUS_DHA_PAN,Australia,Dhamra,Panamax,18.183333333333334,554.3166666666667,134.5,BEARISH,0.8454883091585397,0.06631538586316621,0.08819630497829406,11.0,RISING,MEDIUM,NEUTRAL,LOW,LOW,WAIT / AVOID AGGRESSIVE FIXING
