timestamp,imo,latitude,longitude,speed,heading,destination,draft
2020-03-13 12:13,9096672,20.7875,86.8989,0.0,194,Dhamra,17.3
2020-02-21 01:36,9686782,20.6048,86.2886,11.3,166,Dhamra,13.3
2020-02-21 17:36,9686782,20.7542,87.0985,11.3,176,Dhamra,13.3
2020-02-22 03:40,9686782,20.7836,87.0383,0.2,24,Dhamra,13.2
2020-02-23 07:13,9686782,20.7641,86.9231,0.0,67,Dhamra,14.0
2020-02-24 00:58,9686782,20.765,86.9366,0.0,72,Dhamra,13.9
2020-03-26 20:39,9686782,20.5749,87.6235,11.4,16,Dhamra,13.6
2020-03-27 12:39,9686782,20.9964,87.1234,12.1,147,Dhamra,14.0
2020-03-27 23:21,9686782,20.6375,86.9857,0.2,32,Dhamra,14.2
2020-03-28 09:30,9686782,20.9319,86.874,0.0,6,Dhamra,13.7
2020-03-29 13:36,9686782,20.7699,86.8986,0.0,268,Dhamra,13.8
2020-03-30 07:47,9686782,20.7928,86.9179,0.0,99,Dhamra,13.9
2020-03-26 07:34,9463594,21.3684,86.8645,10.1,47,Dhamra,12.7
2020-03-26 23:34,9463594,20.8435,86.9473,12.2,266,Dhamra,13.9
2020-03-27 07:46,9463594,20.9151,86.8886,0.6,56,Dhamra,12.7
2020-03-28 07:48,9463594,20.7806,86.9229,0.0,264,Dhamra,13.5
2020-03-29 01:01,9463594,20.783,86.9045,0.0,108,Dhamra,14.0
2020-03-28 11:57,9096672,21.5391,86.5079,9.8,206,Dhamra,18.1
2020-03-29 03:57,9096672,20.5225,87.0,11.2,21,Dhamra,18.1
2020-03-29 12:41,9096672,20.8993,87.0226,0.6,95,Dhamra,16.9
2020-03-30 21:05,9096672,20.7746,86.9224,0.0,166,Dhamra,17.5
2020-04-01 09:30,9096672,20.7643,86.9112,0.0,78,Dhamra,17.7
2020-03-28 09:31,9151262,20.6462,86.9336,12.7,200,Dhamra,13.3
2020-03-29 01:31,9151262,20.7247,87.1747,11.0,21,Dhamra,12.9
2020-03-29 10:56,9151262,20.8494,86.7988,0.1,180,Dhamra,13.3
2020-03-29 21:34,9151262,20.7896,86.8533,0.2,24,Dhamra,12.7
2020-03-31 02:49,9151262,20.7965,86.9268,0.0,303,Dhamra,13.7
2020-03-31 22:19,9151262,20.7927,86.9279,0.0,105,Dhamra,13.9
2020-05-02 17:24,9192002,20.271,86.3185,10.9,2,Dhamra,13.1
2020-05-03 09:24,9192002,20.9401,86.8266,9.4,112,Dhamra,13.5
2020-05-03 20:12,9192002,20.8317,86.7846,0.1,236,Dhamra,13.9
2020-05-04 18:02,9192002,20.7687,86.8983,0.0,225,Dhamra,14.3
2020-05-05 13:57,9192002,20.7961,86.9294,0.0,120,Dhamra,14.1
2020-05-07 05:16,9367188,20.5296,86.3455,11.7,149,Dhamra,13.1
2020-05-07 21:16,9367188,20.7303,87.0697,12.3,29,Dhamra,13.4
2020-05-08 05:35,9367188,20.7082,86.837,0.4,0,Dhamra,13.7
2020-05-08 19:04,9367188,20.8635,87.0246,0.7,134,Dhamra,13.9
2020-05-09 18:19,9367188,20.8024,86.9189,0.0,189,Dhamra,13.7
2020-05-10 14:00,9367188,20.7972,86.9318,0.0,308,Dhamra,13.5
2020-05-07 20:13,9192002,20.4849,87.4633,12.2,259,Dhamra,14.0
2020-05-08 12:13,9192002,20.8615,86.6926,11.9,312,Dhamra,13.3
2020-05-08 22:47,9192002,20.8533,87.0537,0.4,204,Dhamra,13.8
2020-05-09 08:25,9192002,20.6949,86.8742,0.6,145,Dhamra,13.8
2020-05-10 05:56,9192002,20.7854,86.9185,0.0,198,Dhamra,13.6
2020-05-11 01:29,9192002,20.7924,86.9273,0.0,320,Dhamra,14.1
2020-06-01 00:45,9462030,21.2315,86.7015,9.4,309,Dhamra,12.9
2020-06-01 16:45,9462030,20.5813,87.1377,10.4,130,Dhamra,13.3
2020-06-02 01:30,9462030,20.6611,86.8447,0.6,61,Dhamra,13.7
2020-06-03 01:58,9462030,20.7681,86.9334,0.0,146,Dhamra,14.1
2020-06-03 20:37,9462030,20.7888,86.9272,0.0,336,Dhamra,13.7
2020-05-19 10:14,9490456,21.5141,86.1253,12.4,317,Dhamra,16.6
2020-05-20 02:14,9490456,20.9259,87.0966,12.3,183,Dhamra,18.1
2020-05-20 10:46,9490456,20.9046,86.8829,0.3,122,Dhamra,18.0
2020-05-21 17:41,9490456,20.7956,86.9019,0.0,42,Dhamra,17.4
2020-05-23 04:40,9490456,20.774,86.9034,0.0,199,Dhamra,18.0
2020-05-28 01:19,9462030,20.0872,86.1548,12.2,201,Dhamra,13.2
2020-05-28 17:19,9462030,20.5452,87.0099,11.9,158,Dhamra,13.2
2020-05-29 02:57,9462030,20.8318,87.0646,0.5,157,Dhamra,13.2
2020-05-29 16:12,9462030,20.7614,86.9159,0.3,78,Dhamra,13.0
2020-05-30 10:43,9462030,20.7652,86.9056,0.0,32,Dhamra,13.8
2020-05-31 05:19,9462030,20.8019,86.9127,0.0,222,Dhamra,14.0
2020-06-18 07:45,9339563,21.4856,86.2361,12.3,110,Dhamra,12.9
2020-06-18 23:45,9339563,20.5394,86.9353,10.2,15,Dhamra,13.1
2020-06-19 07:51,9339563,20.8899,86.9243,0.8,25,Dhamra,14.0
2020-06-19 22:08,9339563,20.8982,86.9513,0.3,93,Dhamra,13.7
2020-06-20 20:57,9339563,20.7795,86.9138,0.0,348,Dhamra,13.6
2020-06-21 17:57,9339563,20.765,86.9028,0.0,329,Dhamra,13.6
2020-07-06 21:57,9462030,21.1128,87.0507,10.5,215,Dhamra,13.8
2020-07-07 13:57,9462030,20.6679,87.1005,11.1,338,Dhamra,14.1
2020-07-07 22:13,9462030,20.8898,86.7674,0.5,73,Dhamra,13.5
2020-07-08 11:44,9462030,20.8325,86.797,0.7,126,Dhamra,13.7
2020-07-09 00:25,9462030,20.7771,86.8782,0.6,238,Dhamra,13.3
2020-07-09 22:37,9462030,20.7929,86.93,0.0,288,Dhamra,14.2
2020-07-10 17:28,9462030,20.7894,86.9355,0.0,101,Dhamra,13.6
2020-07-05 04:35,9191845,20.5831,87.0542,11.0,190,Dhamra,17.8
2020-07-05 20:35,9191845,20.8704,87.1323,12.9,316,Dhamra,16.5
2020-07-06 06:18,9191845,20.9259,86.9186,0.6,249,Dhamra,18.1
2020-07-06 18:51,9191845,20.8972,87.0054,0.4,161,Dhamra,18.1
2020-07-07 06:28,9191845,20.7582,87.0375,0.6,136,Dhamra,17.0
2020-07-08 13:20,9191845,20.7825,86.9061,0.0,27,Dhamra,17.9
2020-07-09 22:31,9191845,20.7917,86.9024,0.0,20,Dhamra,17.4
2020-07-01 05:01,9404531,21.2749,86.3843,11.7,91,Dhamra,13.9
2020-07-01 21:01,9404531,20.9864,86.9213,11.6,248,Dhamra,13.5
2020-07-02 05:01,9404531,20.68,86.8718,0.5,326,Dhamra,13.4
2020-07-02 17:13,9404531,20.8573,87.0304,0.3,24,Dhamra,13.7
2020-07-03 07:36,9404531,20.8425,87.0608,0.4,7,Dhamra,12.9
2020-07-03 23:58,9404531,20.7918,86.9108,0.0,164,Dhamra,14.0
2020-07-04 18:45,9404531,20.8021,86.9186,0.0,344,Dhamra,14.1
2020-06-27 08:08,9404531,20.7451,87.3465,11.4,174,Dhamra,13.7
2020-06-28 00:08,9404531,20.5341,86.7176,10.8,346,Dhamra,14.0
2020-06-28 09:25,9404531,20.8847,86.8712,0.5,64,Dhamra,13.2
2020-06-28 22:56,9404531,20.7966,86.9689,0.3,24,Dhamra,12.9
2020-06-29 08:31,9404531,20.7884,86.9467,0.4,204,Dhamra,13.8
2020-06-30 05:52,9404531,20.7659,86.9042,0.0,178,Dhamra,13.7
2020-07-01 00:53,9404531,20.7912,86.9262,0.0,59,Dhamra,13.8
2020-07-21 19:35,9490456,20.5578,87.6179,9.4,131,Dhamra,16.5
2020-07-22 11:35,9490456,20.5812,86.7433,9.3,33,Dhamra,17.1
2020-07-22 21:31,9490456,20.9097,87.0454,0.3,229,Dhamra,17.7
2020-07-23 08:49,9490456,20.6615,86.8564,0.4,192,Dhamra,17.9
2020-07-24 16:17,9490456,20.7926,86.9114,0.0,32,Dhamra,17.6
2020-07-26 02:11,9490456,20.7707,86.8978,0.0,200,Dhamra,17.7
2020-08-07 12:16,9490456,20.0361,86.4441,10.1,359,Dhamra,16.9
2020-08-08 04:16,9490456,20.6872,86.9016,9.9,17,Dhamra,17.5
2020-08-08 14:46,9490456,20.6957,86.8389,0.4,113,Dhamra,17.9
2020-08-09 02:59,9490456,20.6821,86.9058,0.6,243,Dhamra,17.5
2020-08-10 04:01,9490456,20.7818,86.9331,0.0,223,Dhamra,17.9
2020-08-11 16:12,9490456,20.775,86.9228,0.0,238,Dhamra,18.2
2020-08-19 01:41,9231171,21.4337,87.0937,10.3,289,Dhamra,13.6
2020-08-19 17:41,9231171,20.7995,86.7744,9.2,356,Dhamra,13.4
2020-08-20 03:12,9231171,20.8364,86.8485,0.2,148,Dhamra,13.0
2020-08-20 15:14,9231171,20.9057,86.8919,0.6,42,Dhamra,13.6
2020-08-21 09:14,9231171,20.7852,86.9114,0.0,355,Dhamra,13.9
2020-08-22 03:43,9231171,20.7687,86.9034,0.0,358,Dhamra,13.9
2020-08-25 10:30,9133209,20.2069,87.6638,10.2,79,Dhamra,13.2
2020-08-26 02:30,9133209,20.6597,86.7738,12.3,151,Dhamra,13.2
2020-08-26 12:16,9133209,20.8583,86.8594,0.7,98,Dhamra,13.8
2020-08-26 22:34,9133209,20.6808,86.8666,0.5,82,Dhamra,13.4
2020-08-27 10:48,9133209,20.6457,86.8314,0.1,236,Dhamra,13.6
2020-08-28 06:32,9133209,20.7671,86.919,0.0,25,Dhamra,14.1
2020-08-28 23:27,9133209,20.7728,86.9008,0.0,79,Dhamra,13.9
2020-09-27 09:14,9151262,20.4743,86.8376,9.5,188,Dhamra,13.5
2020-09-28 01:14,9151262,21.0271,86.9783,10.2,221,Dhamra,13.5
2020-09-28 09:42,9151262,20.8041,86.8244,0.2,344,Dhamra,13.6
2020-09-29 11:40,9151262,20.7835,86.9363,0.0,300,Dhamra,13.7
2020-09-30 05:47,9151262,20.795,86.9031,0.0,86,Dhamra,13.4
2020-10-21 20:38,9725674,21.4172,86.3066,10.2,90,Dhamra,13.7
2020-10-22 12:38,9725674,20.7827,87.0587,12.7,207,Dhamra,13.0
2020-10-22 22:32,9725674,20.7028,86.9528,0.7,39,Dhamra,13.8
2020-10-23 09:23,9725674,20.7224,86.8375,0.1,104,Dhamra,14.1
2020-10-24 14:06,9725674,20.7637,86.9252,0.0,46,Dhamra,13.7
2020-10-25 07:45,9725674,20.7754,86.9162,0.0,94,Dhamra,13.7
2020-11-01 09:10,9264511,20.7909,86.8144,10.2,230,Dhamra,13.6
2020-11-02 01:10,9264511,20.5921,86.8282,10.8,239,Dhamra,13.9
2020-11-02 09:30,9264511,20.7818,87.064,0.3,63,Dhamra,13.0
2020-11-02 22:14,9264511,20.911,86.843,0.5,47,Dhamra,12.8
2020-11-03 11:05,9264511,20.7373,87.0169,0.4,77,Dhamra,12.9
2020-11-03 21:42,9264511,20.8359,86.8288,0.4,73,Dhamra,13.8
2020-11-05 00:32,9264511,20.7903,86.9065,0.0,219,Dhamra,13.7
2020-11-05 21:29,9264511,20.7697,86.9364,0.0,187,Dhamra,14.0
2020-10-31 19:16,9184777,21.5389,86.7495,11.8,351,Dhamra,13.4
2020-11-01 11:16,9184777,20.8936,86.7732,10.9,345,Dhamra,13.3
2020-11-01 19:43,9184777,20.813,86.9001,0.6,164,Dhamra,13.9
2020-11-02 07:16,9184777,20.7732,86.9029,0.5,121,Dhamra,12.5
2020-11-02 19:39,9184777,20.7146,86.9142,0.5,334,Dhamra,13.8
2020-11-03 14:58,9184777,20.773,86.9017,0.0,329,Dhamra,13.4
2020-11-04 10:28,9184777,20.7794,86.9157,0.0,195,Dhamra,13.6
2020-10-28 13:08,9842348,20.3987,87.3668,11.6,69,Dhamra,13.2
2020-10-29 05:08,9842348,20.9116,86.8837,11.6,47,Dhamra,14.4
2020-10-29 13:38,9842348,20.7585,87.0489,0.4,246,Dhamra,13.9
2020-10-30 01:17,9842348,20.6778,86.9972,0.2,265,Dhamra,13.8
2020-10-30 15:51,9842348,20.8197,86.9532,0.6,67,Dhamra,14.4
2020-10-31 01:47,9842348,20.8399,86.7865,0.4,258,Dhamra,13.7
2020-10-31 23:58,9842348,20.7884,86.9083,0.0,98,Dhamra,14.0
2020-11-01 17:29,9842348,20.779,86.9218,0.0,101,Dhamra,14.1
2020-11-17 16:45,9060320,20.325,86.4247,11.7,264,Dhamra,17.3
2020-11-18 08:45,9060320,20.8507,86.8097,12.4,146,Dhamra,16.0
2020-11-18 19:12,9060320,20.7295,86.8409,0.1,190,Dhamra,16.9
2020-11-19 07:37,9060320,20.6652,86.8981,0.0,10,Dhamra,16.4
2020-11-19 19:01,9060320,20.8027,86.9611,0.3,173,Dhamra,16.9
2020-11-20 18:47,9060320,20.7702,86.9045,0.0,155,Dhamra,17.2
2020-11-22 11:06,9060320,20.7731,86.9202,0.0,158,Dhamra,16.8
2020-12-01 14:46,9339563,20.5122,87.5928,11.3,346,Dhamra,13.1
2020-12-02 06:46,9339563,20.8506,86.8469,11.3,81,Dhamra,13.4
2020-12-02 16:20,9339563,20.827,86.81,0.3,25,Dhamra,13.7
2020-12-03 03:56,9339563,20.7812,86.83,0.3,107,Dhamra,13.7
2020-12-03 15:16,9339563,20.8176,86.8453,0.3,298,Dhamra,13.5
2020-12-04 11:54,9339563,20.7784,86.9043,0.0,2,Dhamra,13.5
2020-12-05 08:43,9339563,20.8021,86.9204,0.0,310,Dhamra,14.1
2020-11-27 08:18,9367188,21.5128,87.1857,10.0,255,Dhamra,13.1
2020-11-28 00:18,9367188,20.6253,86.8589,11.2,33,Dhamra,13.4
2020-11-28 09:13,9367188,20.8657,87.0603,0.6,294,Dhamra,13.2
2020-11-28 21:16,9367188,20.7406,86.984,0.5,19,Dhamra,12.9
2020-11-29 09:36,9367188,20.7358,86.9041,0.6,56,Dhamra,12.6
2020-11-30 11:44,9367188,20.764,86.9341,0.0,29,Dhamra,13.6
2020-12-01 07:57,9367188,20.7698,86.9348,0.0,67,Dhamra,13.5
2020-12-17 21:09,9785903,20.2879,86.5255,9.8,126,Dhamra,13.6
2020-12-18 13:09,9785903,20.536,86.9204,10.9,282,Dhamra,13.2
2020-12-18 21:38,9785903,20.9194,86.9893,0.5,343,Dhamra,13.9
2020-12-19 09:29,9785903,20.666,86.7858,0.6,338,Dhamra,14.2
2020-12-19 21:34,9785903,20.7686,86.9267,0.7,71,Dhamra,13.3
2020-12-20 09:53,9785903,20.6588,87.0578,0.6,156,Dhamra,13.1
2020-12-20 21:51,9785903,20.8377,86.8785,0.3,59,Dhamra,13.3
2020-12-21 17:22,9785903,20.8,86.8973,0.0,32,Dhamra,14.2
2020-12-22 12:01,9785903,20.7916,86.8999,0.0,343,Dhamra,14.2
2021-01-01 00:54,9192002,21.0257,86.943,10.0,171,Dhamra,14.2
2021-01-01 16:54,9192002,20.9754,86.7617,10.7,19,Dhamra,13.0
2021-01-02 03:12,9192002,20.8842,86.7969,0.4,100,Dhamra,13.6
2021-01-02 14:59,9192002,20.8485,86.7698,0.4,339,Dhamra,13.2
2021-01-03 01:56,9192002,20.9047,86.8055,0.6,290,Dhamra,13.1
2021-01-03 15:30,9192002,20.8256,86.8575,0.2,228,Dhamra,12.9
2021-01-04 01:10,9192002,20.8886,86.7899,0.3,341,Dhamra,13.5
2021-01-04 23:36,9192002,20.7682,86.9153,0.0,70,Dhamra,14.1
2021-01-05 17:54,9192002,20.8029,86.9332,0.0,304,Dhamra,14.0
2020-12-16 04:45,9842348,20.8365,87.0149,10.3,254,Dhamra,14.0
2020-12-16 20:45,9842348,20.9805,86.9568,10.2,101,Dhamra,14.2
2020-12-17 07:06,9842348,20.7697,86.7883,0.4,127,Dhamra,13.7
2020-12-17 17:27,9842348,20.7501,86.8634,0.6,273,Dhamra,14.1
2020-12-18 05:35,9842348,20.8966,86.9441,0.6,270,Dhamra,13.2
2020-12-18 18:47,9842348,20.6749,87.0325,0.1,343,Dhamra,14.5
2020-12-19 13:28,9842348,20.7922,86.9016,0.0,140,Dhamra,13.9
2020-12-20 07:31,9842348,20.7732,86.9007,0.0,299,Dhamra,14.5
2020-12-18 20:56,9307294,20.5239,86.6221,11.7,151,Dhamra,16.2
2020-12-19 12:56,9307294,21.0047,87.1162,12.0,268,Dhamra,16.7
2020-12-19 22:12,9307294,20.8789,86.7772,0.7,114,Dhamra,16.5
2020-12-20 10:56,9307294,20.6979,86.7881,0.2,347,Dhamra,16.3
2020-12-20 23:31,9307294,20.7235,86.8608,0.2,206,Dhamra,16.7
2020-12-21 09:38,9307294,20.9186,87.011,0.6,3,Dhamra,16.5
2020-12-22 16:16,9307294,20.788,86.931,0.0,113,Dhamra,17.3
2020-12-23 23:17,9307294,20.7701,86.9085,0.0,153,Dhamra,17.6
2021-01-23 05:40,9746054,21.2322,87.2783,9.9,226,Dhamra,13.1
2021-01-23 21:40,9746054,20.9727,86.8443,12.4,72,Dhamra,14.0
2021-01-24 06:56,9746054,20.8863,86.9668,0.7,32,Dhamra,13.1
2021-01-25 05:35,9746054,20.7817,86.9034,0.0,282,Dhamra,13.6
2021-01-25 23:20,9746054,20.7691,86.9352,0.0,283,Dhamra,14.1
2021-01-31 18:41,9264511,21.4506,87.4573,9.0,46,Dhamra,13.0
2021-02-01 10:41,9264511,21.0213,87.0067,12.8,269,Dhamra,13.4
2021-02-01 19:13,9264511,20.7598,86.9127,0.0,354,Dhamra,14.1
2021-02-02 08:29,9264511,20.6971,86.9572,0.5,175,Dhamra,13.7
2021-02-03 02:31,9264511,20.7864,86.9181,0.0,88,Dhamra,13.5
2021-02-03 21:32,9264511,20.775,86.9038,0.0,9,Dhamra,13.7
2021-02-02 14:29,9151262,20.2061,87.0926,12.1,275,Dhamra,13.1
2021-02-03 06:29,9151262,20.6675,86.7257,9.4,115,Dhamra,13.6
2021-02-03 15:53,9151262,20.7309,86.7894,0.2,343,Dhamra,13.5
2021-02-04 20:08,9151262,20.7714,86.9167,0.0,338,Dhamra,13.5
2021-02-05 14:55,9151262,20.7939,86.9269,0.0,305,Dhamra,13.8
2021-01-21 13:04,9184777,21.4945,86.8813,9.9,195,Dhamra,12.7
2021-01-22 05:04,9184777,20.8109,86.8509,9.4,97,Dhamra,12.8
2021-01-22 13:43,9184777,20.867,86.9592,0.6,271,Dhamra,13.8
2021-01-23 18:28,9184777,20.7714,86.907,0.0,146,Dhamra,13.7
2021-01-24 13:22,9184777,20.7932,86.9042,0.0,52,Dhamra,13.2
2021-02-17 02:31,9725674,20.8782,86.8128,9.3,167,Dhamra,13.6
2021-02-17 18:31,9725674,20.7336,87.0873,11.6,178,Dhamra,13.5
2021-02-18 05:23,9725674,20.9297,87.0541,0.3,92,Dhamra,14.0
2021-02-19 06:17,9725674,20.8,86.9236,0.0,185,Dhamra,13.5
2021-02-20 00:32,9725674,20.7927,86.9248,0.0,2,Dhamra,14.0
2021-02-14 18:36,9307294,21.5693,87.0878,12.7,51,Dhamra,16.4
2021-02-15 10:36,9307294,20.8702,86.9643,10.1,83,Dhamra,16.6
2021-02-15 19:06,9307294,20.7764,87.0232,0.0,147,Dhamra,16.5
2021-02-16 06:41,9307294,20.6525,86.7847,0.6,132,Dhamra,17.6
2021-02-17 14:03,9307294,20.7849,86.8984,0.0,260,Dhamra,17.5
2021-02-18 23:14,9307294,20.7817,86.8985,0.0,145,Dhamra,17.1
2021-02-18 17:52,9096672,20.5207,86.7814,11.5,285,Dhamra,16.7
2021-02-19 09:52,9096672,20.9394,87.1484,10.8,210,Dhamra,16.8
2021-02-19 18:22,9096672,20.7144,86.952,0.0,173,Dhamra,16.9
2021-02-21 04:12,9096672,20.7919,86.9046,0.0,68,Dhamra,18.1
2021-02-22 16:01,9096672,20.7779,86.9109,0.0,165,Dhamra,18.1
2021-03-28 10:31,9095119,21.557,87.508,12.9,23,Dhamra,12.8
2021-03-29 02:31,9095119,20.8756,87.1324,9.7,167,Dhamra,13.0
2021-03-29 12:03,9095119,20.7337,86.9667,0.5,241,Dhamra,13.0
2021-03-30 12:50,9095119,20.7849,86.9311,0.0,292,Dhamra,13.5
2021-03-31 09:17,9095119,20.7999,86.9242,0.0,314,Dhamra,13.5
2021-03-29 14:57,9339563,21.16,87.2344,12.0,250,Dhamra,14.0
2021-03-30 06:57,9339563,20.8293,86.9938,12.6,283,Dhamra,13.0
2021-03-30 17:33,9339563,20.9205,87.0408,0.1,146,Dhamra,12.9
2021-03-31 20:15,9339563,20.7704,86.9165,0.0,73,Dhamra,14.2
2021-04-01 14:33,9339563,20.7884,86.9249,0.0,322,Dhamra,14.1
2021-03-17 00:48,9874716,21.35,86.6867,10.7,341,Dhamra,13.9
2021-03-17 16:48,9874716,20.5458,86.8847,11.8,263,Dhamra,14.3
2021-03-18 01:31,9874716,20.9306,86.9236,0.1,330,Dhamra,14.0
2021-03-19 05:00,9874716,20.803,86.9186,0.0,80,Dhamra,14.2
2021-03-19 22:06,9874716,20.7731,86.8981,0.0,120,Dhamra,14.0
2021-04-22 00:30,9095119,20.5931,86.4113,9.2,219,Dhamra,13.9
2021-04-22 16:30,9095119,20.9748,86.716,10.1,33,Dhamra,13.7
2021-04-23 03:28,9095119,20.6534,86.932,0.5,179,Dhamra,12.8
2021-04-24 06:16,9095119,20.7986,86.9251,0.0,268,Dhamra,13.6
2021-04-25 00:13,9095119,20.7655,86.9058,0.0,322,Dhamra,13.4
2021-04-20 00:29,9264511,21.3588,87.3475,12.6,107,Dhamra,13.4
2021-04-20 16:29,9264511,20.9767,86.6938,10.2,27,Dhamra,13.3
2021-04-21 02:49,9264511,20.9015,86.9119,0.8,67,Dhamra,13.3
2021-04-22 04:12,9264511,20.7931,86.9061,0.0,306,Dhamra,14.0
2021-04-23 00:03,9264511,20.7773,86.9048,0.0,167,Dhamra,13.6
2021-04-29 00:22,9060320,20.5496,87.1416,12.0,195,Dhamra,17.1
2021-04-29 16:22,9060320,20.7654,86.795,10.5,251,Dhamra,17.2
2021-04-30 03:09,9060320,20.7996,87.0363,0.1,208,Dhamra,17.0
2021-05-01 06:37,9060320,20.7783,86.9147,0.0,144,Dhamra,16.9
2021-05-02 20:18,9060320,20.7941,86.9333,0.0,260,Dhamra,17.0
2021-04-16 20:13,9746054,20.3444,86.8676,11.6,41,Dhamra,13.2
2021-04-17 12:13,9746054,20.6434,87.0604,12.7,282,Dhamra,13.3
2021-04-17 23:00,9746054,20.9318,87.0453,0.3,19,Dhamra,13.5
2021-04-19 01:15,9746054,20.7707,86.9338,0.0,31,Dhamra,13.5
2021-04-19 18:28,9746054,20.7652,86.9004,0.0,264,Dhamra,13.6
2021-05-02 02:54,9133209,20.278,86.5645,12.7,337,Dhamra,14.2
2021-05-02 18:54,9133209,20.9152,86.7312,11.3,184,Dhamra,14.4
2021-05-03 03:53,9133209,20.9124,86.9496,0.3,252,Dhamra,13.4
2021-05-04 08:02,9133209,20.7718,86.9001,0.0,132,Dhamra,13.8
2021-05-05 01:51,9133209,20.7944,86.9076,0.0,344,Dhamra,13.7
2021-04-19 23:35,9355626,20.1795,87.1093,12.2,27,Dhamra,17.9
2021-04-20 15:35,9355626,20.6397,86.8524,12.7,316,Dhamra,16.5
2021-04-21 02:00,9355626,20.7617,86.8537,0.0,350,Dhamra,17.4
2021-04-21 12:06,9355626,20.8328,86.9348,0.6,182,Dhamra,17.4
2021-04-22 13:14,9355626,20.7801,86.9153,0.0,265,Dhamra,17.4
2021-04-23 22:43,9355626,20.7946,86.9086,0.0,102,Dhamra,17.9
2021-05-28 11:41,9057030,20.3883,86.3719,10.4,67,Dhamra,17.4
2021-05-29 03:41,9057030,20.6077,86.8313,9.8,211,Dhamra,16.8
2021-05-29 12:26,9057030,20.892,86.9297,0.5,182,Dhamra,16.5
