date,route_id,vessel_class,cargo_type,freight_usd_mt,tce_usd_day,source
2020-01-31,MOZ_DHA_CAP,Capesize,Coal,18.76,18101,Synthetic (BDI benchmark)
2020-01-31,MOZ_GAN_PAN,Panamax,Coal,22.34,10856,Synthetic (BDI benchmark)
2020-01-31,MOZ_GAN_CAP,Capesize,Coal,21.82,16538,Synthetic (BDI benchmark)
2020-01-31,MOZ_GOP_PAN,Panamax,Coal,21.17,11706,Synthetic (BDI benchmark)
2020-01-31,MOZ_GOP_CAP,Capesize,Coal,21.98,18675,Synthetic (BDI benchmark)
2020-01-31,MOZ_HAL_PAN,Panamax,Coal,19.39,10546,Synthetic (BDI benchmark)
2020-01-31,MOZ_HAL_CAP,Capesize,Coal,20.2,16482,Synthetic (BDI benchmark)
2020-01-31,USA_PAR_PAN,Panamax,Coal,32.6,9745,Synthetic (BDI benchmark)
2020-01-31,USA_PAR_CAP,Capesize,Coal,30.07,19817,Synthetic (BDI benchmark)
2020-01-31,USA_VIZ_PAN,Panamax,Coal,34.59,13961,Synthetic (BDI benchmark)
2020-01-31,USA_VIZ_CAP,Capesize,Coal,31.38,17620,Synthetic (BDI benchmark)
2020-01-31,USA_DHA_PAN,Panamax,Coal,35.84,11147,Synthetic (BDI benchmark)
2020-01-31,USA_DHA_CAP,Capesize,Coal,29.91,18908,Synthetic (BDI benchmark)
2020-01-31,USA_GAN_PAN,Panamax,Coal,29.46,9760,Synthetic (BDI benchmark)
2020-01-31,USA_GAN_CAP,Capesize,Coal,36.68,17296,Synthetic (BDI benchmark)
2020-01-31,USA_GOP_PAN,Panamax,Coal,33.22,11698,Synthetic (BDI benchmark)
2020-01-31,USA_GOP_CAP,Capesize,Coal,32.59,18462,Synthetic (BDI benchmark)
2020-01-31,USA_HAL_PAN,Panamax,Coal,31.7,9709,Synthetic (BDI benchmark)
2020-01-31,USA_HAL_CAP,Capesize,Coal,33.37,17663,Synthetic (BDI benchmark)
2020-03-01,AUS_PAR_PAN,Panamax,Coal,16.94,11790,Synthetic (BDI benchmark)
2020-03-01,AUS_PAR_CAP,Capesize,Coal,16.91,18940,Synthetic (BDI benchmark)
2020-03-01,AUS_VIZ_PAN,Panamax,Coal,16.11,9658,Synthetic (BDI benchmark)
2020-03-01,AUS_VIZ_CAP,Capesize,Coal,14.83,19523,Synthetic (BDI benchmark)
2020-03-01,AUS_DHA_PAN,Panamax,Coal,15.5,11335,Synthetic (BDI benchmark)
2020-03-01,AUS_DHA_CAP,Capesize,Coal,14.18,16133,Synthetic (BDI benchmark)
2020-03-01,AUS_GAN_PAN,Panamax,Coal,18.01,14024,Synthetic (BDI benchmark)
2020-03-01,AUS_GAN_CAP,Capesize,Coal,15.12,17011,Synthetic (BDI benchmark)
2020-03-01,AUS_GOP_PAN,Panamax,Coal,17.0,14645,Synthetic (BDI benchmark)
2020-03-01,AUS_GOP_CAP,Capesize,Coal,17.34,17383,Synthetic (BDI benchmark)
2020-03-01,AUS_HAL_PAN,Panamax,Coal,17.34,12238,Synthetic (BDI benchmark)
2020-03-01,AUS_HAL_CAP,Capesize,Coal,17.91,15691,Synthetic (BDI benchmark)
2020-03-01,IND_PAR_PAN,Panamax,Coal,12.07,11679,Synthetic (BDI benchmark)
2020-03-01,IND_PAR_CAP,Capesize,Coal,12.04,17039,Synthetic (BDI benchmark)
2020-03-01,IND_VIZ_PAN,Panamax,Coal,10.7,13240,Synthetic (BDI benchmark)
2020-03-01,IND_VIZ_CAP,Capesize,Coal,10.68,15882,Synthetic (BDI benchmark)
2020-03-01,IND_DHA_PAN,Panamax,Coal,11.89,12843,Synthetic (BDI benchmark)
2020-03-01,IND_DHA_CAP,Capesize,Coal,10.49,19082,Synthetic (BDI benchmark)
2020-03-01,IND_GAN_PAN,Panamax,Coal,9.78,12941,Synthetic (BDI benchmark)
2020-03-01,IND_GAN_CAP,Capesize,Coal,11.08,17756,Synthetic (BDI benchmark)
2020-03-01,IND_GOP_PAN,Panamax,Coal,11.21,11022,Synthetic (BDI benchmark)
2020-03-01,IND_GOP_CAP,Capesize,Coal,9.13,15202,Synthetic (BDI benchmark)
2020-03-01,IND_HAL_PAN,Panamax,Coal,8.74,12891,Synthetic (BDI benchmark)
2020-03-01,IND_HAL_CAP,Capesize,Coal,12.37,17314,Synthetic (BDI benchmark)
2020-03-01,RUS_PAR_PAN,Panamax,Coal,23.37,10782,Synthetic (BDI benchmark)
2020-03-01,RUS_PAR_CAP,Capesize,Coal,22.85,18901,Synthetic (BDI benchmark)
2020-03-01,RUS_VIZ_PAN,Panamax,Coal,20.18,9958,Synthetic (BDI benchmark)
2020-03-01,RUS_VIZ_CAP,Capesize,Coal,23.87,18900,Synthetic (BDI benchmark)
2020-03-01,RUS_DHA_PAN,Panamax,Coal,20.8,12273,Synthetic (BDI benchmark)
2020-03-01,RUS_DHA_CAP,Capesize,Coal,25.28,18005,Synthetic (BDI benchmark)
2020-03-01,RUS_GAN_PAN,Panamax,Coal,21.92,12963,Synthetic (BDI benchmark)
2020-03-01,RUS_GAN_CAP,Capesize,Coal,24.0,15311,Synthetic (BDI benchmark)
2020-03-01,RUS_GOP_PAN,Panamax,Coal,23.88,9178,Synthetic (BDI benchmark)
2020-03-01,RUS_GOP_CAP,Capesize,Coal,23.21,15710,Synthetic (BDI benchmark)
2020-03-01,RUS_HAL_PAN,Panamax,Coal,21.55,13788,Synthetic (BDI benchmark)
2020-03-01,RUS_HAL_CAP,Capesize,Coal,21.25,16346,Synthetic (BDI benchmark)
2020-03-01,MOZ_PAR_PAN,Panamax,Coal,20.69,11359,Synthetic (BDI benchmark)
2020-03-01,MOZ_PAR_CAP,Capesize,Coal,21.8,18475,Synthetic (BDI benchmark)
2020-03-01,MOZ_VIZ_PAN,Panamax,Coal,20.04,9743,Synthetic (BDI benchmark)
2020-03-01,MOZ_VIZ_CAP,Capesize,Coal,19.01,16622,Synthetic (BDI benchmark)
2020-03-01,MOZ_DHA_PAN,Panamax,Coal,22.14,9071,Synthetic (BDI benchmark)
2020-03-01,MOZ_DHA_CAP,Capesize,Coal,18.52,16504,Synthetic (BDI benchmark)
2020-03-01,MOZ_GAN_PAN,Panamax,Coal,19.48,14949,Synthetic (BDI benchmark)
2020-03-01,MOZ_GAN_CAP,Capesize,Coal,18.73,17794,Synthetic (BDI benchmark)
2020-03-01,MOZ_GOP_PAN,Panamax,Coal,20.04,13866,Synthetic (BDI benchmark)
2020-03-01,MOZ_GOP_CAP,Capesize,Coal,21.33,17521,Synthetic (BDI benchmark)
2020-03-01,MOZ_HAL_PAN,Panamax,Coal,23.07,13932,Synthetic (BDI benchmark)
2020-03-01,MOZ_HAL_CAP,Capesize,Coal,20.45,18179,Synthetic (BDI benchmark)
2020-03-01,USA_PAR_PAN,Panamax,Coal,28.82,11083,Synthetic (BDI benchmark)
2020-03-01,USA_PAR_CAP,Capesize,Coal,33.78,18567,Synthetic (BDI benchmark)
2020-03-01,USA_VIZ_PAN,Panamax,Coal,35.06,10405,Synthetic (BDI benchmark)
2020-03-01,USA_VIZ_CAP,Capesize,Coal,34.84,19885,Synthetic (BDI benchmark)
2020-03-01,USA_DHA_PAN,Panamax,Coal,37.42,13590,Synthetic (BDI benchmark)
2020-03-01,USA_DHA_CAP,Capesize,Coal,31.6,18404,Synthetic (BDI benchmark)
2020-03-01,USA_GAN_PAN,Panamax,Coal,32.92,10981,Synthetic (BDI benchmark)
2020-03-01,USA_GAN_CAP,Capesize,Coal,36.18,17276,Synthetic (BDI benchmark)
2020-03-01,USA_GOP_PAN,Panamax,Coal,33.5,12323,Synthetic (BDI benchmark)
2020-03-01,USA_GOP_CAP,Capesize,Coal,35.59,17541,Synthetic (BDI benchmark)
2020-03-01,USA_HAL_PAN,Panamax,Coal,35.81,10197,Synthetic (BDI benchmark)
2020-03-01,USA_HAL_CAP,Capesize,Coal,29.04,18782,Synthetic (BDI benchmark)
2020-03-31,AUS_PAR_PAN,Panamax,Coal,17.1,10763,Synthetic (BDI benchmark)
2020-03-31,AUS_PAR_CAP,Capesize,Coal,17.28,19046,Synthetic (BDI benchmark)
2020-03-31,AUS_VIZ_PAN,Panamax,Coal,16.37,12373,Synthetic (BDI benchmark)
2020-03-31,AUS_VIZ_CAP,Capesize,Coal,15.04,18282,Synthetic (BDI benchmark)
2020-03-31,AUS_DHA_PAN,Panamax,Coal,18.38,9033,Synthetic (BDI benchmark)
2020-03-31,AUS_DHA_CAP,Capesize,Coal,15.9,18278,Synthetic (BDI benchmark)
2020-03-31,AUS_GAN_PAN,Panamax,Coal,17.69,9953,Synthetic (BDI benchmark)
2020-03-31,AUS_GAN_CAP,Capesize,Coal,14.93,18539,Synthetic (BDI benchmark)
2020-03-31,AUS_GOP_PAN,Panamax,Coal,14.72,11052,Synthetic (BDI benchmark)
2020-03-31,AUS_GOP_CAP,Capesize,Coal,19.58,18355,Synthetic (BDI benchmark)
2020-03-31,AUS_HAL_PAN,Panamax,Coal,16.7,13948,Synthetic (BDI benchmark)
2020-03-31,AUS_HAL_CAP,Capesize,Coal,16.49,17190,Synthetic (BDI benchmark)
2020-03-31,IND_PAR_PAN,Panamax,Coal,12.19,10760,Synthetic (BDI benchmark)
2020-03-31,IND_PAR_CAP,Capesize,Coal,9.88,17500,Synthetic (BDI benchmark)
2020-03-31,IND_VIZ_PAN,Panamax,Coal,10.3,11232,Synthetic (BDI benchmark)
2020-03-31,IND_VIZ_CAP,Capesize,Coal,9.86,17339,Synthetic (BDI benchmark)
2020-03-31,IND_DHA_PAN,Panamax,Coal,11.44,12749,Synthetic (BDI benchmark)
2020-03-31,IND_DHA_CAP,Capesize,Coal,12.51,19876,Synthetic (BDI benchmark)
2020-03-31,IND_GAN_PAN,Panamax,Coal,11.37,13941,Synthetic (BDI benchmark)
2020-03-31,IND_GAN_CAP,Capesize,Coal,9.83,15250,Synthetic (BDI benchmark)
2020-03-31,IND_GOP_PAN,Panamax,Coal,9.71,12270,Synthetic (BDI benchmark)
2020-03-31,IND_GOP_CAP,Capesize,Coal,9.75,18950,Synthetic (BDI benchmark)
2020-03-31,IND_HAL_PAN,Panamax,Coal,10.54,10011,Synthetic (BDI benchmark)
2020-03-31,IND_HAL_CAP,Capesize,Coal,8.38,15249,Synthetic (BDI benchmark)
2020-03-31,RUS_PAR_PAN,Panamax,Coal,22.44,11623,Synthetic (BDI benchmark)
2020-03-31,RUS_PAR_CAP,Capesize,Coal,21.81,15209,Synthetic (BDI benchmark)
2020-03-31,RUS_VIZ_PAN,Panamax,Coal,21.29,13198,Synthetic (BDI benchmark)
2020-03-31,RUS_VIZ_CAP,Capesize,Coal,20.43,15698,Synthetic (BDI benchmark)
2020-03-31,RUS_DHA_PAN,Panamax,Coal,22.27,14735,Synthetic (BDI benchmark)
2020-03-31,RUS_DHA_CAP,Capesize,Coal,25.26,18271,Synthetic (BDI benchmark)
2020-03-31,RUS_GAN_PAN,Panamax,Coal,23.38,14337,Synthetic (BDI benchmark)
2020-03-31,RUS_GAN_CAP,Capesize,Coal,21.52,18162,Synthetic (BDI benchmark)
2020-03-31,RUS_GOP_PAN,Panamax,Coal,23.16,13369,Synthetic (BDI benchmark)
2020-03-31,RUS_GOP_CAP,Capesize,Coal,18.19,17307,Synthetic (BDI benchmark)
2020-03-31,RUS_HAL_PAN,Panamax,Coal,22.5,10160,Synthetic (BDI benchmark)
2020-03-31,RUS_HAL_CAP,Capesize,Coal,24.0,18822,Synthetic (BDI benchmark)
2020-03-31,MOZ_PAR_PAN,Panamax,Coal,21.11,9769,Synthetic (BDI benchmark)
2020-03-31,MOZ_PAR_CAP,Capesize,Coal,19.56,15535,Synthetic (BDI benchmark)
2020-03-31,MOZ_VIZ_PAN,Panamax,Coal,19.11,12417,Synthetic (BDI benchmark)
2020-03-31,MOZ_VIZ_CAP,Capesize,Coal,20.97,17027,Synthetic (BDI benchmark)
2020-03-31,MOZ_DHA_PAN,Panamax,Coal,20.14,14011,Synthetic (BDI benchmark)
2020-03-31,MOZ_DHA_CAP,Capesize,Coal,19.69,16024,Synthetic (BDI benchmark)
2020-03-31,MOZ_GAN_PAN,Panamax,Coal,20.73,9785,Synthetic (BDI benchmark)
2020-03-31,MOZ_GAN_CAP,Capesize,Coal,20.47,16566,Synthetic (BDI benchmark)
2020-03-31,MOZ_GOP_PAN,Panamax,Coal,19.45,12654,Synthetic (BDI benchmark)
2020-03-31,MOZ_GOP_CAP,Capesize,Coal,20.1,15990,Synthetic (BDI benchmark)
2020-03-31,MOZ_HAL_PAN,Panamax,Coal,19.59,14843,Synthetic (BDI benchmark)
2020-03-31,MOZ_HAL_CAP,Capesize,Coal,18.24,15412,Synthetic (BDI benchmark)
2020-03-31,USA_PAR_PAN,Panamax,Coal,31.26,9253,Synthetic (BDI benchmark)
2020-03-31,USA_PAR_CAP,Capesize,Coal,37.66,15439,Synthetic (BDI benchmark)
2020-03-31,USA_VIZ_PAN,Panamax,Coal,30.07,10379,Synthetic (BDI benchmark)
2020-03-31,USA_VIZ_CAP,Capesize,Coal,29.83,18578,Synthetic (BDI benchmark)
2020-03-31,USA_DHA_PAN,Panamax,Coal,31.45,14056,Synthetic (BDI benchmark)
2020-03-31,USA_DHA_CAP,Capesize,Coal,34.51,18959,Synthetic (BDI benchmark)
2020-03-31,USA_GAN_PAN,Panamax,Coal,33.67,12355,Synthetic (BDI benchmark)
2020-03-31,USA_GAN_CAP,Capesize,Coal,31.66,15718,Synthetic (BDI benchmark)
2020-03-31,USA_GOP_PAN,Panamax,Coal,30.79,9726,Synthetic (BDI benchmark)
2020-03-31,USA_GOP_CAP,Capesize,Coal,33.77,18826,Synthetic (BDI benchmark)
2020-03-31,USA_HAL_PAN,Panamax,Coal,33.77,13238,Synthetic (BDI benchmark)
2020-03-31,USA_HAL_CAP,Capesize,Coal,35.57,16885,Synthetic (BDI benchmark)
2020-04-30,AUS_PAR_PAN,Panamax,Coal,17.84,10100,Synthetic (BDI benchmark)
2020-04-30,AUS_PAR_CAP,Capesize,Coal,15.65,15819,Synthetic (BDI benchmark)
2020-04-30,AUS_VIZ_PAN,Panamax,Coal,15.3,10203,Synthetic (BDI benchmark)
2020-04-30,AUS_VIZ_CAP,Capesize,Coal,15.29,15040,Synthetic (BDI benchmark)
2020-04-30,AUS_DHA_PAN,Panamax,Coal,18.74,9696,Synthetic (BDI benchmark)
2020-04-30,AUS_DHA_CAP,Capesize,Coal,16.78,16731,Synthetic (BDI benchmark)
2020-04-30,AUS_GAN_PAN,Panamax,Coal,16.16,13530,Synthetic (BDI benchmark)
2020-04-30,AUS_GAN_CAP,Capesize,Coal,16.29,17434,Synthetic (BDI benchmark)
2020-04-30,AUS_GOP_PAN,Panamax,Coal,16.65,12599,Synthetic (BDI benchmark)
2020-04-30,AUS_GOP_CAP,Capesize,Coal,14.78,17731,Synthetic (BDI benchmark)
2020-04-30,AUS_HAL_PAN,Panamax,Coal,16.42,13732,Synthetic (BDI benchmark)
2020-04-30,AUS_HAL_CAP,Capesize,Coal,16.6,19627,Synthetic (BDI benchmark)
2020-04-30,IND_PAR_PAN,Panamax,Coal,9.96,14826,Synthetic (BDI benchmark)
2020-04-30,IND_PAR_CAP,Capesize,Coal,11.31,19676,Synthetic (BDI benchmark)
2020-04-30,IND_VIZ_PAN,Panamax,Coal,11.82,13055,Synthetic (BDI benchmark)
2020-04-30,IND_VIZ_CAP,Capesize,Coal,8.88,16823,Synthetic (BDI benchmark)
2020-04-30,IND_DHA_PAN,Panamax,Coal,8.96,11914,Synthetic (BDI benchmark)
2020-04-30,IND_DHA_CAP,Capesize,Coal,10.11,17699,Synthetic (BDI benchmark)
2020-04-30,IND_GAN_PAN,Panamax,Coal,9.94,13969,Synthetic (BDI benchmark)
2020-04-30,IND_GAN_CAP,Capesize,Coal,11.75,18448,Synthetic (BDI benchmark)
2020-04-30,IND_GOP_PAN,Panamax,Coal,10.89,14698,Synthetic (BDI benchmark)
2020-04-30,IND_GOP_CAP,Capesize,Coal,10.51,17024,Synthetic (BDI benchmark)
2020-04-30,IND_HAL_PAN,Panamax,Coal,9.55,13690,Synthetic (BDI benchmark)
2020-04-30,IND_HAL_CAP,Capesize,Coal,12.42,18844,Synthetic (BDI benchmark)
2020-04-30,RUS_PAR_PAN,Panamax,Coal,23.05,12948,Synthetic (BDI benchmark)
2020-04-30,RUS_PAR_CAP,Capesize,Coal,20.83,19158,Synthetic (BDI benchmark)
2020-04-30,RUS_VIZ_PAN,Panamax,Coal,24.61,11383,Synthetic (BDI benchmark)
2020-04-30,RUS_VIZ_CAP,Capesize,Coal,20.14,17553,Synthetic (BDI benchmark)
2020-04-30,RUS_DHA_PAN,Panamax,Coal,22.01,12397,Synthetic (BDI benchmark)
2020-04-30,RUS_DHA_CAP,Capesize,Coal,19.37,15082,Synthetic (BDI benchmark)
2020-04-30,RUS_GAN_PAN,Panamax,Coal,24.09,9169,Synthetic (BDI benchmark)
2020-04-30,RUS_GAN_CAP,Capesize,Coal,20.4,19679,Synthetic (BDI benchmark)
2020-04-30,RUS_GOP_PAN,Panamax,Coal,27.17,11992,Synthetic (BDI benchmark)
2020-04-30,RUS_GOP_CAP,Capesize,Coal,22.84,19481,Synthetic (BDI benchmark)
2020-04-30,RUS_HAL_PAN,Panamax,Coal,22.55,10280,Synthetic (BDI benchmark)
2020-04-30,RUS_HAL_CAP,Capesize,Coal,20.81,16301,Synthetic (BDI benchmark)
2020-04-30,MOZ_PAR_PAN,Panamax,Coal,23.56,11393,Synthetic (BDI benchmark)
2020-04-30,MOZ_PAR_CAP,Capesize,Coal,19.3,15812,Synthetic (BDI benchmark)
