date,port_or_region,fuel_type,price,currency
27-10-2020,Fujairah,MGO,501.5,USD
27-10-2020,Rotterdam,IFO380,258.27,USD
27-10-2020,Rotterdam,VLSFO,370.02,USD
27-10-2020,Rotterdam,MGO,530.63,USD
27-10-2020,Houston,IFO380,234.88,USD
27-10-2020,Houston,VLSFO,338.89,USD
27-10-2020,Houston,MGO,484.56,USD
27-10-2020,Durban,IFO380,272.35,USD
27-10-2020,Durban,VLSFO,377.69,USD
27-10-2020,Durban,MGO,550.69,USD
26-11-2020,Singapore,IFO380,249.99,USD
26-11-2020,Singapore,VLSFO,360.89,USD
26-11-2020,Singapore,MGO,522.07,USD
26-11-2020,Fujairah,IFO380,240.73,USD
26-11-2020,Fujairah,VLSFO,349.52,USD
26-11-2020,Fujairah,MGO,509.65,USD
26-11-2020,Rotterdam,IFO380,270.51,USD
26-11-2020,Rotterdam,VLSFO,388.2,USD
26-11-2020,Rotterdam,MGO,545.8,USD
26-11-2020,Houston,IFO380,244.94,USD
26-11-2020,Houston,VLSFO,357.36,USD
26-11-2020,Houston,MGO,500.62,USD
26-11-2020,Durban,IFO380,255.17,USD
26-11-2020,Durban,VLSFO,360.31,USD
26-11-2020,Durban,MGO,531.62,USD
26-12-2020,Singapore,IFO380,259.04,USD
26-12-2020,Singapore,VLSFO,370.34,USD
26-12-2020,Singapore,MGO,546.27,USD
26-12-2020,Fujairah,IFO380,258.02,USD
26-12-2020,Fujairah,VLSFO,369.12,USD
26-12-2020,Fujairah,MGO,543.39,USD
26-12-2020,Rotterdam,IFO380,270.16,USD
26-12-2020,Rotterdam,VLSFO,377.57,USD
26-12-2020,Rotterdam,MGO,537.83,USD
26-12-2020,Houston,IFO380,248.19,USD
26-12-2020,Houston,VLSFO,344.43,USD
26-12-2020,Houston,MGO,507.51,USD
26-12-2020,Durban,IFO380,263,USD
26-12-2020,Durban,VLSFO,380.02,USD
26-12-2020,Durban,MGO,551.28,USD
25-01-2021,Singapore,IFO380,273.16,USD
25-01-2021,Singapore,VLSFO,381.52,USD
25-01-2021,Singapore,MGO,558.53,USD
25-01-2021,Fujairah,IFO380,269.66,USD
25-01-2021,Fujairah,VLSFO,384.4,USD
25-01-2021,Fujairah,MGO,546.51,USD
25-01-2021,Rotterdam,IFO380,276.82,USD
25-01-2021,Rotterdam,VLSFO,387.66,USD
25-01-2021,Rotterdam,MGO,555.69,USD
25-01-2021,Houston,IFO380,270.33,USD
25-01-2021,Houston,VLSFO,390.07,USD
25-01-2021,Houston,MGO,559.17,USD
25-01-2021,Durban,IFO380,311.46,USD
25-01-2021,Durban,VLSFO,431.41,USD
25-01-2021,Durban,MGO,632.81,USD
24-02-2021,Singapore,IFO380,298.18,USD
24-02-2021,Singapore,VLSFO,412.34,USD
24-02-2021,Singapore,MGO,607.6,USD
24-02-2021,Fujairah,IFO380,279.25,USD
24-02-2021,Fujairah,VLSFO,406.75,USD
24-02-2021,Fujairah,MGO,584.42,USD
24-02-2021,Rotterdam,IFO380,299.18,USD
24-02-2021,Rotterdam,VLSFO,428.28,USD
24-02-2021,Rotterdam,MGO,612.73,USD
24-02-2021,Houston,IFO380,279.3,USD
24-02-2021,Houston,VLSFO,402.05,USD
24-02-2021,Houston,MGO,592.51,USD
24-02-2021,Durban,IFO380,308.47,USD
24-02-2021,Durban,VLSFO,432.63,USD
24-02-2021,Durban,MGO,638.78,USD
26-03-2021,Singapore,IFO380,291.96,USD
26-03-2021,Singapore,VLSFO,413.77,USD
26-03-2021,Singapore,MGO,592.2,USD
26-03-2021,Fujairah,IFO380,280.4,USD
26-03-2021,Fujairah,VLSFO,407.88,USD
26-03-2021,Fujairah,MGO,597.52,USD
26-03-2021,Rotterdam,IFO380,299.22,USD
26-03-2021,Rotterdam,VLSFO,421.74,USD
26-03-2021,Rotterdam,MGO,609.84,USD
26-03-2021,Houston,IFO380,276.55,USD
26-03-2021,Houston,VLSFO,400.25,USD
26-03-2021,Houston,MGO,576.39,USD
26-03-2021,Durban,IFO380,325.67,USD
26-03-2021,Durban,VLSFO,462.19,USD
26-03-2021,Durban,MGO,675.51,USD
25-04-2021,Singapore,IFO380,296.46,USD
25-04-2021,Singapore,VLSFO,427.54,USD
25-04-2021,Singapore,MGO,620.92,USD
25-04-2021,Fujairah,IFO380,286.59,USD
25-04-2021,Fujairah,VLSFO,412.43,USD
25-04-2021,Fujairah,MGO,585.81,USD
25-04-2021,Rotterdam,IFO380,304.26,USD
25-04-2021,Rotterdam,VLSFO,431.48,USD
25-04-2021,Rotterdam,MGO,614.61,USD
25-04-2021,Houston,IFO380,290.9,USD
25-04-2021,Houston,VLSFO,425.66,USD
25-04-2021,Houston,MGO,606.07,USD
25-04-2021,Durban,IFO380,310.24,USD
25-04-2021,Durban,VLSFO,443.6,USD
25-04-2021,Durban,MGO,653.76,USD
25-05-2021,Singapore,IFO380,302.34,USD
25-05-2021,Singapore,VLSFO,439.48,USD
25-05-2021,Singapore,MGO,634.51,USD
25-05-2021,Fujairah,IFO380,319.05,USD
25-05-2021,Fujairah,VLSFO,449.45,USD
25-05-2021,Fujairah,MGO,660.63,USD
25-05-2021,Rotterdam,IFO380,318.18,USD
25-05-2021,Rotterdam,VLSFO,466.79,USD
25-05-2021,Rotterdam,MGO,671.25,USD
25-05-2021,Houston,IFO380,293.36,USD
25-05-2021,Houston,VLSFO,416.94,USD
25-05-2021,Houston,MGO,601.35,USD
25-05-2021,Durban,IFO380,347.41,USD
25-05-2021,Durban,VLSFO,477.07,USD
25-05-2021,Durban,MGO,703.24,USD
24-06-2021,Singapore,IFO380,313.88,USD
24-06-2021,Singapore,VLSFO,449.5,USD
24-06-2021,Singapore,MGO,650.03,USD
24-06-2021,Fujairah,IFO380,308.75,USD
24-06-2021,Fujairah,VLSFO,448.08,USD
24-06-2021,Fujairah,MGO,647.85,USD
24-06-2021,Rotterdam,IFO380,322.57,USD
24-06-2021,Rotterdam,VLSFO,464.99,USD
24-06-2021,Rotterdam,MGO,682.12,USD
24-06-2021,Houston,IFO380,304.2,USD
24-06-2021,Houston,VLSFO,441.95,USD
24-06-2021,Houston,MGO,644.76,USD
24-06-2021,Durban,IFO380,329.22,USD
24-06-2021,Durban,VLSFO,463.78,USD
24-06-2021,Durban,MGO,679.75,USD
24-07-2021,Singapore,IFO380,320.44,USD
24-07-2021,Singapore,VLSFO,464.16,USD
24-07-2021,Singapore,MGO,682.76,USD
24-07-2021,Fujairah,IFO380,322.77,USD
24-07-2021,Fujairah,VLSFO,470.12,USD
24-07-2021,Fujairah,MGO,668,USD
24-07-2021,Rotterdam,IFO380,336.18,USD
24-07-2021,Rotterdam,VLSFO,486.3,USD
24-07-2021,Rotterdam,MGO,709.21,USD
24-07-2021,Houston,IFO380,312.63,USD
24-07-2021,Houston,VLSFO,453.38,USD
24-07-2021,Houston,MGO,648.1,USD
24-07-2021,Durban,IFO380,352.84,USD
24-07-2021,Durban,VLSFO,514.24,USD
24-07-2021,Durban,MGO,751.22,USD
23-08-2021,Singapore,IFO380,317.7,USD
23-08-2021,Singapore,VLSFO,461.86,USD
23-08-2021,Singapore,MGO,665.13,USD
23-08-2021,Fujairah,IFO380,324.23,USD
23-08-2021,Fujairah,VLSFO,467.84,USD
23-08-2021,Fujairah,MGO,676.93,USD
23-08-2021,Rotterdam,IFO380,350.66,USD
23-08-2021,Rotterdam,VLSFO,500.48,USD
23-08-2021,Rotterdam,MGO,721.26,USD
23-08-2021,Houston,IFO380,313.89,USD
23-08-2021,Houston,VLSFO,453.09,USD
23-08-2021,Houston,MGO,652.16,USD
23-08-2021,Durban,IFO380,364.4,USD
23-08-2021,Durban,VLSFO,509.23,USD
23-08-2021,Durban,MGO,731.37,USD
22-09-2021,Singapore,IFO380,351.17,USD
22-09-2021,Singapore,VLSFO,496.43,USD
22-09-2021,Singapore,MGO,725.6,USD
22-09-2021,Fujairah,IFO380,330.28,USD
22-09-2021,Fujairah,VLSFO,474.41,USD
22-09-2021,Fujairah,MGO,697.85,USD
22-09-2021,Rotterdam,IFO380,359.57,USD
22-09-2021,Rotterdam,VLSFO,518.56,USD
22-09-2021,Rotterdam,MGO,733.83,USD
22-09-2021,Houston,IFO380,339.41,USD
22-09-2021,Houston,VLSFO,473.45,USD
22-09-2021,Houston,MGO,701.95,USD
22-09-2021,Durban,IFO380,369.35,USD
22-09-2021,Durban,VLSFO,533.14,USD
22-09-2021,Durban,MGO,783,USD
22-10-2021,Singapore,IFO380,363.81,USD
22-10-2021,Singapore,VLSFO,516.12,USD
22-10-2021,Singapore,MGO,745.93,USD
22-10-2021,Fujairah,IFO380,354.36,USD
22-10-2021,Fujairah,VLSFO,512.62,USD
22-10-2021,Fujairah,MGO,740.02,USD
22-10-2021,Rotterdam,IFO380,377.34,USD
22-10-2021,Rotterdam,VLSFO,540.83,USD
22-10-2021,Rotterdam,MGO,775.13,USD
22-10-2021,Houston,IFO380,340.93,USD
22-10-2021,Houston,VLSFO,492.25,USD
22-10-2021,Houston,MGO,718.61,USD
22-10-2021,Durban,IFO380,384.2,USD
22-10-2021,Durban,VLSFO,558.92,USD
22-10-2021,Durban,MGO,813.53,USD
21-11-2021,Singapore,IFO380,380.92,USD
21-11-2021,Singapore,VLSFO,527.68,USD
21-11-2021,Singapore,MGO,762.15,USD
21-11-2021,Fujairah,IFO380,361.17,USD
21-11-2021,Fujairah,VLSFO,507.89,USD
21-11-2021,Fujairah,MGO,732.32,USD
21-11-2021,Rotterdam,IFO380,377.03,USD
21-11-2021,Rotterdam,VLSFO,556.44,USD
21-11-2021,Rotterdam,MGO,793.43,USD
21-11-2021,Houston,IFO380,359.25,USD
21-11-2021,Houston,VLSFO,509.96,USD
21-11-2021,Houston,MGO,737.99,USD
21-11-2021,Durban,IFO380,388.82,USD
21-11-2021,Durban,VLSFO,559.61,USD
21-11-2021,Durban,MGO,808.6,USD
21-12-2021,Singapore,IFO380,397.79,USD
21-12-2021,Singapore,VLSFO,567.97,USD
21-12-2021,Singapore,MGO,828.54,USD
21-12-2021,Fujairah,IFO380,391.53,USD
21-12-2021,Fujairah,VLSFO,544.74,USD
21-12-2021,Fujairah,MGO,808.87,USD
21-12-2021,Rotterdam,IFO380,402.34,USD
21-12-2021,Rotterdam,VLSFO,573.77,USD
21-12-2021,Rotterdam,MGO,827.91,USD
21-12-2021,Houston,IFO380,382.89,USD
21-12-2021,Houston,VLSFO,541.3,USD
21-12-2021,Houston,MGO,784.6,USD
21-12-2021,Durban,IFO380,423.27,USD
21-12-2021,Durban,VLSFO,591.71,USD
21-12-2021,Durban,MGO,850.47,USD
20-01-2022,Singapore,IFO380,412.07,USD
20-01-2022,Singapore,VLSFO,579.83,USD
20-01-2022,Singapore,MGO,856.06,USD
20-01-2022,Fujairah,IFO380,408.52,USD
20-01-2022,Fujairah,VLSFO,586.03,USD
20-01-2022,Fujairah,MGO,845.77,USD
20-01-2022,Rotterdam,IFO380,419.67,USD
20-01-2022,Rotterdam,VLSFO,617.72,USD
20-01-2022,Rotterdam,MGO,881.13,USD
20-01-2022,Houston,IFO380,397.84,USD
20-01-2022,Houston,VLSFO,569.31,USD
20-01-2022,Houston,MGO,823.48,USD
20-01-2022,Durban,IFO380,432.58,USD
20-01-2022,Durban,VLSFO,621.75,USD
20-01-2022,Durban,MGO,898.46,USD
19-02-2022,Singapore,IFO380,431.57,USD
19-02-2022,Singapore,VLSFO,614.74,USD
19-02-2022,Singapore,MGO,901.88,USD
19-02-2022,Fujairah,IFO380,417.82,USD
19-02-2022,Fujairah,VLSFO,594.07,USD
19-02-2022,Fujairah,MGO,841.73,USD
19-02-2022,Rotterdam,IFO380,443.03,USD
19-02-2022,Rotterdam,VLSFO,629.93,USD
19-02-2022,Rotterdam,MGO,916.89,USD
19-02-2022,Houston,IFO380,419.21,USD
19-02-2022,Houston,VLSFO,590.1,USD
19-02-2022,Houston,MGO,857.84,USD
19-02-2022,Durban,IFO380,459.48,USD
19-02-2022,Durban,VLSFO,662.36,USD
19-02-2022,Durban,MGO,966.4,USD
21-03-2022,Singapore,IFO380,543.12,USD
21-03-2022,Singapore,VLSFO,769.83,USD
21-03-2022,Singapore,MGO,1115.4,USD
21-03-2022,Fujairah,IFO380,539.5,USD
21-03-2022,Fujairah,VLSFO,766.09,USD
21-03-2022,Fujairah,MGO,1119.89,USD
21-03-2022,Rotterdam,IFO380,557.3,USD
21-03-2022,Rotterdam,VLSFO,794.11,USD
21-03-2022,Rotterdam,MGO,1146.16,USD
21-03-2022,Houston,IFO380,518.47,USD
21-03-2022,Houston,VLSFO,753.3,USD
21-03-2022,Houston,MGO,1085.82,USD
21-03-2022,Durban,IFO380,578.95,USD
21-03-2022,Durban,VLSFO,816.77,USD
21-03-2022,Durban,MGO,1179.95,USD
20-04-2022,Singapore,IFO380,562.57,USD
20-04-2022,Singapore,VLSFO,794.22,USD
20-04-2022,Singapore,MGO,1169.57,USD
20-04-2022,Fujairah,IFO380,553.03,USD
20-04-2022,Fujairah,VLSFO,778.77,USD
20-04-2022,Fujairah,MGO,1127.42,USD
20-04-2022,Rotterdam,IFO380,581.62,USD
20-04-2022,Rotterdam,VLSFO,827.88,USD
20-04-2022,Rotterdam,MGO,1207.27,USD
20-04-2022,Houston,IFO380,544.82,USD
20-04-2022,Houston,VLSFO,775.79,USD
20-04-2022,Houston,MGO,1126.66,USD
20-04-2022,Durban,IFO380,593.64,USD
20-04-2022,Durban,VLSFO,854.88,USD
20-04-2022,Durban,MGO,1251.86,USD
20-05-2022,Singapore,IFO380,599.44,USD
20-05-2022,Singapore,VLSFO,857.73,USD
20-05-2022,Singapore,MGO,1245.69,USD
20-05-2022,Fujairah,IFO380,581.12,USD
20-05-2022,Fujairah,VLSFO,836.51,USD
20-05-2022,Fujairah,MGO,1205.93,USD
20-05-2022,Rotterdam,IFO380,611.69,USD
20-05-2022,Rotterdam,VLSFO,890.12,USD
20-05-2022,Rotterdam,MGO,1287.55,USD
20-05-2022,Houston,IFO380,582.01,USD
20-05-2022,Houston,VLSFO,831.08,USD
20-05-2022,Houston,MGO,1201.49,USD
20-05-2022,Durban,IFO380,616.34,USD
20-05-2022,Durban,VLSFO,887.12,USD
20-05-2022,Durban,MGO,1290.11,USD
19-06-2022,Singapore,IFO380,626.63,USD
19-06-2022,Singapore,VLSFO,901.11,USD
19-06-2022,Singapore,MGO,1301,USD
19-06-2022,Fujairah,IFO380,605.49,USD
19-06-2022,Fujairah,VLSFO,871.34,USD
19-06-2022,Fujairah,MGO,1260.69,USD
19-06-2022,Rotterdam,IFO380,646.04,USD
19-06-2022,Rotterdam,VLSFO,911.6,USD
19-06-2022,Rotterdam,MGO,1343.11,USD
19-06-2022,Houston,IFO380,606.64,USD
19-06-2022,Houston,VLSFO,861.88,USD
19-06-2022,Houston,MGO,1258.91,USD
19-06-2022,Durban,IFO380,662.35,USD
19-06-2022,Durban,VLSFO,955.58,USD
19-06-2022,Durban,MGO,1370.16,USD
19-07-2022,Singapore,IFO380,598.82,USD
19-07-2022,Singapore,VLSFO,860.34,USD
19-07-2022,Singapore,MGO,1258.32,USD
19-07-2022,Fujairah,IFO380,591.55,USD
19-07-2022,Fujairah,VLSFO,834.95,USD
19-07-2022,Fujairah,MGO,1203.2,USD
19-07-2022,Rotterdam,IFO380,624.28,USD
19-07-2022,Rotterdam,VLSFO,887.37,USD
19-07-2022,Rotterdam,MGO,1273.66,USD
19-07-2022,Houston,IFO380,568.3,USD
19-07-2022,Houston,VLSFO,813.32,USD
19-07-2022,Houston,MGO,1183.48,USD
19-07-2022,Durban,IFO380,627.92,USD
19-07-2022,Durban,VLSFO,908.09,USD
19-07-2022,Durban,MGO,1318.2,USD
18-08-2022,Singapore,IFO380,580.85,USD
18-08-2022,Singapore,VLSFO,825.4,USD
18-08-2022,Singapore,MGO,1194.75,USD
18-08-2022,Fujairah,IFO380,552.99,USD
18-08-2022,Fujairah,VLSFO,803.56,USD
18-08-2022,Fujairah,MGO,1163.92,USD
18-08-2022,Rotterdam,IFO380,585.62,USD
18-08-2022,Rotterdam,VLSFO,841.39,USD
18-08-2022,Rotterdam,MGO,1232.61,USD
18-08-2022,Houston,IFO380,553.36,USD
18-08-2022,Houston,VLSFO,785.76,USD
18-08-2022,Houston,MGO,1139.36,USD
18-08-2022,Durban,IFO380,611.47,USD
18-08-2022,Durban,VLSFO,877.6,USD
18-08-2022,Durban,MGO,1269.19,USD
17-09-2022,Singapore,IFO380,544.89,USD
17-09-2022,Singapore,VLSFO,781.51,USD
17-09-2022,Singapore,MGO,1129.03,USD
17-09-2022,Fujairah,IFO380,538.98,USD
17-09-2022,Fujairah,VLSFO,775.61,USD
17-09-2022,Fujairah,MGO,1123.08,USD
17-09-2022,Rotterdam,IFO380,574.81,USD
17-09-2022,Rotterdam,VLSFO,823.88,USD
17-09-2022,Rotterdam,MGO,1179.73,USD
17-09-2022,Houston,IFO380,532.28,USD
17-09-2022,Houston,VLSFO,754.37,USD
17-09-2022,Houston,MGO,1099.75,USD
17-09-2022,Durban,IFO380,584.58,USD
17-09-2022,Durban,VLSFO,834.25,USD
17-09-2022,Durban,MGO,1194.15,USD
17-10-2022,Singapore,IFO380,524.63,USD
17-10-2022,Singapore,VLSFO,745.4,USD
17-10-2022,Singapore,MGO,1068.53,USD
17-10-2022,Fujairah,IFO380,505.38,USD
17-10-2022,Fujairah,VLSFO,718.6,USD
17-10-2022,Fujairah,MGO,1044.26,USD
17-10-2022,Rotterdam,IFO380,524.64,USD
17-10-2022,Rotterdam,VLSFO,754.83,USD
17-10-2022,Rotterdam,MGO,1096.11,USD
17-10-2022,Houston,IFO380,502.15,USD
17-10-2022,Houston,VLSFO,728.43,USD
17-10-2022,Houston,MGO,1049.23,USD
17-10-2022,Durban,IFO380,553.41,USD
17-10-2022,Durban,VLSFO,781.28,USD
17-10-2022,Durban,MGO,1141.66,USD
16-11-2022,Singapore,IFO380,475.47,USD
16-11-2022,Singapore,VLSFO,676.89,USD
16-11-2022,Singapore,MGO,994.54,USD
16-11-2022,Fujairah,IFO380,457.08,USD
16-11-2022,Fujairah,VLSFO,654.28,USD
16-11-2022,Fujairah,MGO,948.99,USD
16-11-2022,Rotterdam,IFO380,488.41,USD
16-11-2022,Rotterdam,VLSFO,694.92,USD
16-11-2022,Rotterdam,MGO,995.97,USD
16-11-2022,Houston,IFO380,451.11,USD
16-11-2022,Houston,VLSFO,638.87,USD
16-11-2022,Houston,MGO,933.37,USD
16-11-2022,Durban,IFO380,494.49,USD
16-11-2022,Durban,VLSFO,723.43,USD
16-11-2022,Durban,MGO,1050.78,USD
16-12-2022,Singapore,IFO380,430.93,USD
16-12-2022,Singapore,VLSFO,619.53,USD
16-12-2022,Singapore,MGO,898.66,USD
16-12-2022,Fujairah,IFO380,440.01,USD
16-12-2022,Fujairah,VLSFO,613.52,USD
16-12-2022,Fujairah,MGO,885.84,USD
16-12-2022,Rotterdam,IFO380,436.16,USD
16-12-2022,Rotterdam,VLSFO,628.18,USD
16-12-2022,Rotterdam,MGO,921.81,USD
16-12-2022,Houston,IFO380,416.24,USD
16-12-2022,Houston,VLSFO,592.97,USD
16-12-2022,Houston,MGO,867.03,USD
16-12-2022,Durban,IFO380,476.6,USD
16-12-2022,Durban,VLSFO,682.7,USD
16-12-2022,Durban,MGO,999.01,USD
15-01-2023,Singapore,IFO380,431.68,USD
15-01-2023,Singapore,VLSFO,605.83,USD
15-01-2023,Singapore,MGO,872.91,USD
15-01-2023,Fujairah,IFO380,419.63,USD
15-01-2023,Fujairah,VLSFO,594.83,USD
15-01-2023,Fujairah,MGO,860.79,USD
15-01-2023,Rotterdam,IFO380,444.74,USD
15-01-2023,Rotterdam,VLSFO,632.52,USD
15-01-2023,Rotterdam,MGO,913.02,USD
15-01-2023,Houston,IFO380,402.6,USD
15-01-2023,Houston,VLSFO,578.92,USD
15-01-2023,Houston,MGO,827.53,USD
15-01-2023,Durban,IFO380,445.37,USD
15-01-2023,Durban,VLSFO,639.17,USD
15-01-2023,Durban,MGO,934.3,USD
14-02-2023,Singapore,IFO380,396.29,USD
14-02-2023,Singapore,VLSFO,560.36,USD
14-02-2023,Singapore,MGO,824.88,USD
14-02-2023,Fujairah,IFO380,401.33,USD
14-02-2023,Fujairah,VLSFO,556.64,USD
