date,route_id,origin,destination_port,vessel_class,cargo_type,distance_nm,synthetic_bunker_price_usd_mt,freight_usd_mt,tce_usd_day,source,destination_port_id
2020-01-21,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,608.4441935483871,17.497096774193547,11616.225806451614,Synthetic - ML development,INDHM
2020-01-22,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,608.7529032258064,17.526451612903227,11570.387096774191,Synthetic - ML development,INDHM
2020-01-23,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,609.0616129032259,17.555806451612902,11524.548387096776,Synthetic - ML development,INDHM
2020-01-24,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,609.3703225806452,17.58516129032258,11478.709677419354,Synthetic - ML development,INDHM
2020-01-25,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,609.6790322580646,17.614516129032257,11432.870967741936,Synthetic - ML development,INDHM
2020-01-26,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,609.9877419354839,17.643870967741936,11387.032258064515,Synthetic - ML development,INDHM
2020-01-27,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,610.2964516129033,17.67322580645161,11341.193548387097,Synthetic - ML development,INDHM
2020-01-28,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,610.6051612903226,17.70258064516129,11295.354838709678,Synthetic - ML development,INDHM
2020-01-29,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,610.913870967742,17.731935483870966,11249.516129032258,Synthetic - ML development,INDHM
2020-01-30,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,611.2225806451613,17.761290322580646,11203.67741935484,Synthetic - ML development,INDHM
2020-01-31,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,611.5312903225807,17.79064516129032,11157.83870967742,Synthetic - ML development,INDHM
2020-02-01,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,611.84,17.82,11112.0,Synthetic - ML development,INDHM
2020-02-02,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,612.3020689655173,17.893793103448274,11166.03448275862,Synthetic - ML development,INDHM
2020-02-03,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,612.7641379310345,17.967586206896552,11220.06896551724,Synthetic - ML development,INDHM
2020-02-04,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,613.2262068965517,18.041379310344823,11274.103448275862,Synthetic - ML development,INDHM
2020-02-05,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,613.688275862069,18.115172413793104,11328.137931034482,Synthetic - ML development,INDHM
2020-02-06,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,614.1503448275862,18.188965517241375,11382.172413793103,Synthetic - ML development,INDHM
2020-02-07,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,614.6124137931034,18.262758620689656,11436.206896551725,Synthetic - ML development,INDHM
2020-02-08,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,615.0744827586207,18.33655172413793,11490.241379310344,Synthetic - ML development,INDHM
2020-02-09,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,615.536551724138,18.410344827586208,11544.275862068966,Synthetic - ML development,INDHM
2020-02-10,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,615.9986206896552,18.48413793103448,11598.310344827589,Synthetic - ML development,INDHM
2020-02-11,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.4606896551725,18.55793103448276,11652.344827586208,Synthetic - ML development,INDHM
2020-02-12,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.9227586206897,18.631724137931037,11706.379310344828,Synthetic - ML development,INDHM
2020-02-13,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.3848275862069,18.70551724137931,11760.413793103447,Synthetic - ML development,INDHM
2020-02-14,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.8468965517242,18.779310344827586,11814.448275862069,Synthetic - ML development,INDHM
2020-02-15,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.3089655172414,18.853103448275863,11868.48275862069,Synthetic - ML development,INDHM
2020-02-16,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.7710344827586,18.926896551724138,11922.51724137931,Synthetic - ML development,INDHM
2020-02-17,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.2331034482759,19.000689655172412,11976.551724137931,Synthetic - ML development,INDHM
2020-02-18,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.6951724137931,19.07448275862069,12030.586206896553,Synthetic - ML development,INDHM
2020-02-19,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,620.1572413793103,19.148275862068967,12084.620689655172,Synthetic - ML development,INDHM
2020-02-20,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,620.6193103448276,19.22206896551724,12138.655172413792,Synthetic - ML development,INDHM
2020-02-21,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,621.0813793103448,19.29586206896552,12192.689655172411,Synthetic - ML development,INDHM
2020-02-22,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,621.543448275862,19.369655172413797,12246.724137931034,Synthetic - ML development,INDHM
2020-02-23,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,622.0055172413794,19.44344827586207,12300.758620689656,Synthetic - ML development,INDHM
2020-02-24,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,622.4675862068966,19.517241379310345,12354.793103448275,Synthetic - ML development,INDHM
2020-02-25,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,622.9296551724138,19.591034482758623,12408.827586206897,Synthetic - ML development,INDHM
2020-02-26,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,623.3917241379311,19.664827586206897,12462.862068965518,Synthetic - ML development,INDHM
2020-02-27,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,623.8537931034483,19.73862068965517,12516.896551724138,Synthetic - ML development,INDHM
2020-02-28,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,624.3158620689655,19.81241379310345,12570.93103448276,Synthetic - ML development,INDHM
2020-02-29,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,624.7779310344828,19.886206896551727,12624.96551724138,Synthetic - ML development,INDHM
2020-03-01,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,625.24,19.96,12679.0,Synthetic - ML development,INDHM
2020-03-02,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,625.4454838709678,19.91161290322581,12686.806451612903,Synthetic - ML development,INDHM
2020-03-03,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,625.6509677419355,19.863225806451613,12694.612903225809,Synthetic - ML development,INDHM
2020-03-04,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,625.8564516129032,19.81483870967742,12702.41935483871,Synthetic - ML development,INDHM
2020-03-05,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,626.061935483871,19.766451612903225,12710.225806451614,Synthetic - ML development,INDHM
2020-03-06,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,626.2674193548387,19.718064516129036,12718.032258064515,Synthetic - ML development,INDHM
2020-03-07,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,626.4729032258065,19.66967741935484,12725.83870967742,Synthetic - ML development,INDHM
2020-03-08,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,626.6783870967743,19.621290322580645,12733.645161290322,Synthetic - ML development,INDHM
2020-03-09,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,626.8838709677419,19.572903225806453,12741.451612903224,Synthetic - ML development,INDHM
2020-03-10,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,627.0893548387097,19.52451612903226,12749.258064516129,Synthetic - ML development,INDHM
2020-03-11,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,627.2948387096774,19.476129032258065,12757.064516129032,Synthetic - ML development,INDHM
2020-03-12,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,627.5003225806452,19.427741935483876,12764.870967741936,Synthetic - ML development,INDHM
2020-03-13,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,627.705806451613,19.37935483870968,12772.67741935484,Synthetic - ML development,INDHM
2020-03-14,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,627.9112903225806,19.330967741935485,12780.483870967742,Synthetic - ML development,INDHM
2020-03-15,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,628.1167741935484,19.282580645161293,12788.290322580646,Synthetic - ML development,INDHM
2020-03-16,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,628.3222580645162,19.234193548387097,12796.09677419355,Synthetic - ML development,INDHM
2020-03-17,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,628.5277419354838,19.185806451612905,12803.90322580645,Synthetic - ML development,INDHM
2020-03-18,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,628.7332258064516,19.13741935483871,12811.709677419354,Synthetic - ML development,INDHM
2020-03-19,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,628.9387096774194,19.08903225806452,12819.516129032258,Synthetic - ML development,INDHM
2020-03-20,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,629.1441935483871,19.040645161290325,12827.32258064516,Synthetic - ML development,INDHM
2020-03-21,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,629.3496774193549,18.99225806451613,12835.129032258064,Synthetic - ML development,INDHM
2020-03-22,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,629.5551612903226,18.943870967741937,12842.935483870968,Synthetic - ML development,INDHM
2020-03-23,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,629.7606451612903,18.895483870967745,12850.741935483871,Synthetic - ML development,INDHM
2020-03-24,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,629.9661290322581,18.84709677419355,12858.548387096776,Synthetic - ML development,INDHM
2020-03-25,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,630.1716129032258,18.79870967741936,12866.354838709678,Synthetic - ML development,INDHM
2020-03-26,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,630.3770967741935,18.75032258064516,12874.16129032258,Synthetic - ML development,INDHM
2020-03-27,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,630.5825806451613,18.70193548387097,12881.967741935485,Synthetic - ML development,INDHM
2020-03-28,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,630.788064516129,18.653548387096777,12889.774193548386,Synthetic - ML development,INDHM
2020-03-29,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,630.9935483870968,18.60516129032258,12897.58064516129,Synthetic - ML development,INDHM
2020-03-30,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,631.1990322580646,18.55677419354839,12905.387096774191,Synthetic - ML development,INDHM
2020-03-31,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,631.4045161290322,18.508387096774197,12913.193548387097,Synthetic - ML development,INDHM
2020-04-01,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,631.61,18.46,12921.0,Synthetic - ML development,INDHM
2020-04-02,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,631.222,18.446,12927.266666666666,Synthetic - ML development,INDHM
2020-04-03,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,630.8340000000001,18.432,12933.533333333333,Synthetic - ML development,INDHM
2020-04-04,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,630.446,18.418,12939.8,Synthetic - ML development,INDHM
2020-04-05,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,630.058,18.404,12946.066666666668,Synthetic - ML development,INDHM
2020-04-06,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,629.6700000000001,18.39,12952.333333333334,Synthetic - ML development,INDHM
2020-04-07,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,629.282,18.376,12958.6,Synthetic - ML development,INDHM
2020-04-08,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,628.894,18.362,12964.866666666669,Synthetic - ML development,INDHM
2020-04-09,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,628.506,18.348,12971.133333333331,Synthetic - ML development,INDHM
2020-04-10,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,628.118,18.334,12977.4,Synthetic - ML development,INDHM
2020-04-11,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,627.73,18.32,12983.666666666666,Synthetic - ML development,INDHM
2020-04-12,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,627.342,18.306,12989.933333333332,Synthetic - ML development,INDHM
2020-04-13,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,626.9540000000001,18.292,12996.2,Synthetic - ML development,INDHM
2020-04-14,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,626.566,18.278,13002.466666666667,Synthetic - ML development,INDHM
2020-04-15,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,626.178,18.264,13008.733333333334,Synthetic - ML development,INDHM
2020-04-16,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,625.79,18.25,13015.0,Synthetic - ML development,INDHM
2020-04-17,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,625.402,18.236,13021.266666666666,Synthetic - ML development,INDHM
2020-04-18,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,625.014,18.222,13027.533333333333,Synthetic - ML development,INDHM
2020-04-19,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,624.626,18.208,13033.8,Synthetic - ML development,INDHM
2020-04-20,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,624.238,18.194,13040.066666666668,Synthetic - ML development,INDHM
2020-04-21,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,623.85,18.18,13046.333333333334,Synthetic - ML development,INDHM
2020-04-22,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,623.462,18.166,13052.6,Synthetic - ML development,INDHM
2020-04-23,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,623.0740000000001,18.152,13058.866666666669,Synthetic - ML development,INDHM
2020-04-24,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,622.686,18.138,13065.133333333331,Synthetic - ML development,INDHM
2020-04-25,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,622.298,18.124,13071.4,Synthetic - ML development,INDHM
2020-04-26,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,621.9100000000001,18.11,13077.666666666666,Synthetic - ML development,INDHM
2020-04-27,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,621.522,18.096,13083.933333333332,Synthetic - ML development,INDHM
2020-04-28,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,621.134,18.082,13090.2,Synthetic - ML development,INDHM
2020-04-29,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,620.746,18.068,13096.466666666667,Synthetic - ML development,INDHM
2020-04-30,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,620.3580000000001,18.054,13102.733333333334,Synthetic - ML development,INDHM
2020-05-01,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.97,18.04,13109.0,Synthetic - ML development,INDHM
2020-05-02,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.8516129032258,18.026129032258066,13098.225806451614,Synthetic - ML development,INDHM
2020-05-03,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.7332258064516,18.01225806451613,13087.451612903224,Synthetic - ML development,INDHM
2020-05-04,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.6148387096774,17.99838709677419,13076.67741935484,Synthetic - ML development,INDHM
2020-05-05,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.4964516129032,17.984516129032258,13065.90322580645,Synthetic - ML development,INDHM
2020-05-06,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.378064516129,17.97064516129032,13055.129032258064,Synthetic - ML development,INDHM
2020-05-07,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.2596774193548,17.956774193548387,13044.354838709678,Synthetic - ML development,INDHM
2020-05-08,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.1412903225806,17.94290322580645,13033.58064516129,Synthetic - ML development,INDHM
2020-05-09,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,619.0229032258064,17.929032258064517,13022.806451612903,Synthetic - ML development,INDHM
2020-05-10,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.9045161290322,17.91516129032258,13012.032258064515,Synthetic - ML development,INDHM
2020-05-11,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.786129032258,17.901290322580646,13001.258064516129,Synthetic - ML development,INDHM
2020-05-12,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.6677419354838,17.88741935483871,12990.483870967742,Synthetic - ML development,INDHM
2020-05-13,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.5493548387096,17.873548387096772,12979.709677419354,Synthetic - ML development,INDHM
2020-05-14,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.4309677419354,17.85967741935484,12968.935483870968,Synthetic - ML development,INDHM
2020-05-15,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.3125806451612,17.8458064516129,12958.16129032258,Synthetic - ML development,INDHM
2020-05-16,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.194193548387,17.831935483870968,12947.387096774191,Synthetic - ML development,INDHM
2020-05-17,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.075806451613,17.81806451612903,12936.612903225809,Synthetic - ML development,INDHM
2020-05-18,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.9574193548387,17.804193548387097,12925.83870967742,Synthetic - ML development,INDHM
2020-05-19,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.8390322580645,17.79032258064516,12915.064516129032,Synthetic - ML development,INDHM
2020-05-20,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.7206451612903,17.776451612903227,12904.290322580646,Synthetic - ML development,INDHM
2020-05-21,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.6022580645161,17.76258064516129,12893.516129032258,Synthetic - ML development,INDHM
2020-05-22,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.483870967742,17.748709677419352,12882.741935483871,Synthetic - ML development,INDHM
2020-05-23,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.3654838709678,17.73483870967742,12871.967741935485,Synthetic - ML development,INDHM
2020-05-24,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.2470967741936,17.720967741935482,12861.193548387097,Synthetic - ML development,INDHM
2020-05-25,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.1287096774194,17.70709677419355,12850.41935483871,Synthetic - ML development,INDHM
2020-05-26,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.0103225806452,17.69322580645161,12839.645161290322,Synthetic - ML development,INDHM
2020-05-27,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.891935483871,17.679354838709678,12828.870967741936,Synthetic - ML development,INDHM
2020-05-28,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.7735483870968,17.66548387096774,12818.09677419355,Synthetic - ML development,INDHM
2020-05-29,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.6551612903226,17.651612903225807,12807.32258064516,Synthetic - ML development,INDHM
2020-05-30,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.5367741935484,17.63774193548387,12796.548387096776,Synthetic - ML development,INDHM
2020-05-31,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.4183870967742,17.623870967741937,12785.774193548386,Synthetic - ML development,INDHM
2020-06-01,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.3,17.61,12775.0,Synthetic - ML development,INDHM
2020-06-02,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.3853333333333,17.573999999999998,12773.8,Synthetic - ML development,INDHM
2020-06-03,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.4706666666666,17.538,12772.6,Synthetic - ML development,INDHM
2020-06-04,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.5559999999999,17.502,12771.4,Synthetic - ML development,INDHM
2020-06-05,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.6413333333333,17.466,12770.2,Synthetic - ML development,INDHM
2020-06-06,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.7266666666667,17.43,12769.0,Synthetic - ML development,INDHM
2020-06-07,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.812,17.394,12767.8,Synthetic - ML development,INDHM
2020-06-08,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.8973333333333,17.358,12766.6,Synthetic - ML development,INDHM
2020-06-09,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,616.9826666666667,17.322,12765.4,Synthetic - ML development,INDHM
2020-06-10,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.068,17.286,12764.2,Synthetic - ML development,INDHM
2020-06-11,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.1533333333333,17.25,12763.0,Synthetic - ML development,INDHM
2020-06-12,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.2386666666666,17.214,12761.8,Synthetic - ML development,INDHM
2020-06-13,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.324,17.178,12760.6,Synthetic - ML development,INDHM
2020-06-14,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.4093333333333,17.142,12759.4,Synthetic - ML development,INDHM
2020-06-15,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.4946666666666,17.106,12758.2,Synthetic - ML development,INDHM
2020-06-16,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.5799999999999,17.07,12757.0,Synthetic - ML development,INDHM
2020-06-17,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.6653333333334,17.034,12755.8,Synthetic - ML development,INDHM
2020-06-18,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.7506666666667,16.998,12754.6,Synthetic - ML development,INDHM
2020-06-19,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.836,16.962,12753.4,Synthetic - ML development,INDHM
2020-06-20,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,617.9213333333333,16.926000000000002,12752.2,Synthetic - ML development,INDHM
2020-06-21,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.0066666666667,16.89,12751.0,Synthetic - ML development,INDHM
2020-06-22,AUS_DHA_PAN,Australia,Dhamra,Panamax,Coal,3500.0,618.092,16.854,12749.8,Synthetic - ML development,INDHM
